id,Date,Grain,Destination,Port,FGIS_Reg,MT,Pounds
429250,1/2/20,SOYBEANS,PHILIPPINES,INTERIOR,INTERIOR,220,486000
429251,1/2/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,147,324000
429252,1/2/20,WHEAT,HONDURAS,MISSISSIPPI R.,EAST GULF,6500,14330380
429253,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,49,108000
429254,1/2/20,SOYBEANS,ITALY,INTERIOR,INTERIOR,24,54000
429255,1/2/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
429256,1/2/20,SOYBEANS,INDONESIA,MISSISSIPPI R.,EAST GULF,71866,158437980
429257,1/2/20,CORN,MEXICO,MISSISSIPPI R.,EAST GULF,23606,52041680
429258,1/2/20,SOYBEANS,EGYPT,MISSISSIPPI R.,EAST GULF,71199,156967190
429259,1/2/20,SOYBEANS,EGYPT,MISSISSIPPI R.,EAST GULF,57302,126328450
429260,1/2/20,CORN,MEXICO,MISSISSIPPI R.,EAST GULF,42844,94453840
429261,1/2/20,SOYBEANS,ITALY,S. ATLANTIC,EAST COAST,32500,71649490
429262,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
429263,1/2/20,CORN,FRENCH POLY,INTERIOR,INTERIOR,245,540000
429264,1/2/20,WHEAT,PANAMA,MISSISSIPPI R.,EAST GULF,4567,10068840
429265,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,294,648000
429266,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,294,648000
429267,1/2/20,WHEAT,PANAMA,MISSISSIPPI R.,EAST GULF,12331,27186120
429268,1/2/20,WHEAT,PANAMA,MISSISSIPPI R.,EAST GULF,2100,4629020
429269,1/2/20,WHEAT,PANAMA,MISSISSIPPI R.,EAST GULF,6192,13650900
429270,1/2/20,CORN,PHILIPPINES,CALIFORNIA,WEST COAST,269,594000
429271,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,9979,22000000
429272,1/2/20,SOYBEANS,MEXICO,INTERIOR,INTERIOR,11576,25520000
429273,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,8482,18700000
429274,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429275,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,294,648000
429276,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,196,432000
429277,1/2/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,73,162000
429278,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,416,918000
429279,1/2/20,SOYBEANS,BURMA,INTERIOR,INTERIOR,24,54000
429280,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
429281,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,416,918000
429282,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,98,216000
429283,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,11376,25080000
429284,1/2/20,WHEAT,MEXICO,INTERIOR,INTERIOR,10877,23980000
429285,1/2/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,20034,44167980
429286,1/2/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,15270,33664200
429287,1/2/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,5636,12425280
429288,1/2/20,SOYBEANS,COLOMBIA,MISSISSIPPI R.,EAST GULF,7697,16970030
429289,1/2/20,CORN,COLOMBIA,MISSISSIPPI R.,EAST GULF,37068,81720600
429290,1/2/20,SOYBEANS,CHINA MAIN,PUGET SOUND,WEST COAST,69299,152777970
429291,1/2/20,SOYBEANS,CHINA MAIN,COLUMBIA R.,WEST COAST,68761,151590960
429292,1/2/20,CORN,HONDURAS,MISSISSIPPI R.,EAST GULF,20189,44509340
429293,1/2/20,WHEAT,MALAYSIA,COLUMBIA R.,WEST COAST,32402,71434180
429294,1/2/20,WHEAT,VIETNAM,COLUMBIA R.,WEST COAST,11838,26098330
429295,1/2/20,WHEAT,VIETNAM,COLUMBIA R.,WEST COAST,1500,3306990
429296,1/2/20,WHEAT,MALAYSIA,COLUMBIA R.,WEST COAST,21807,48075130
429297,1/2/20,WHEAT,COLOMBIA,N. TEXAS,WEST GULF,5500,12125300
429298,1/2/20,CORN,COLOMBIA,N. TEXAS,WEST GULF,22000,48501200
429299,1/2/20,WHEAT,DOMINICN REP,MISSISSIPPI R.,EAST GULF,9899,21823680
429300,1/2/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,671,1478400
429301,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,48,105600
429302,1/2/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,72,158400
429303,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,431,950400
429304,1/2/20,WHEAT,BANGLADESH,N. TEXAS,WEST GULF,45990,101389554
429305,1/2/20,WHEAT,DOMINICN REP,MISSISSIPPI R.,EAST GULF,7651,16867320
429306,1/2/20,CORN,MEXICO,MISSISSIPPI R.,EAST GULF,34099,75175000
429307,1/2/20,SOYBEANS,INDONESIA,S. ATLANTIC,EAST COAST,490,1080000
429308,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,196,432000
429309,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,147,324000
429310,1/2/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,343,756000
429311,1/2/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,343,756000
429312,1/2/20,SOYBEANS,PHILIPPINES,S. ATLANTIC,EAST COAST,416,918000
429313,1/2/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,48839,107670780
429314,1/2/20,SOYBEANS,PHILIPPINES,S. ATLANTIC,EAST COAST,196,432000
429315,1/2/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,416,918000
429316,1/2/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,416,918000
429317,1/2/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,416,918000
429318,1/2/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,490,1080000
429319,1/2/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,465,1026000
429320,1/2/20,WHEAT,PHILIPPINES,COLUMBIA R.,WEST COAST,43970,96937063
429321,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,416,918000
429322,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,318,702000
429323,1/2/20,WHEAT,PHILIPPINES,COLUMBIA R.,WEST COAST,20285,44721774
429324,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,392,864000
429325,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,171,378000
429326,1/2/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,245,540000
429327,1/2/20,SOYBEANS,KOREA REP,INTERIOR,INTERIOR,269,594000
429328,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,465,1026000
429329,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,465,1026000
429330,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,269,594000
429331,1/2/20,SOYBEANS,CHINA MAIN,MISSISSIPPI R.,EAST GULF,72601,160057360
429332,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
429333,1/2/20,CORN,HONG KONG,INTERIOR,INTERIOR,171,378000
429334,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,171,378000
429335,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
429336,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,465,1026000
429337,1/2/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,245,540000
429338,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,9879,21780000
429339,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,9480,20900000
429340,1/2/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
429341,1/2/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
429342,1/2/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
429343,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,294,648000
429344,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,343,756000
429345,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,367,810000
429346,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,98,216000
429347,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,416,918000
429348,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429349,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,441,972000
429350,1/2/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,122,270000
429351,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,294,648000
429352,1/2/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,24,54000
429353,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,49,108000
429354,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,73,162000
429355,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,465,1026000
429356,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,441,972000
429357,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
429358,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,318,702000
429359,1/2/20,SOYBEANS,KOREA REP,INTERIOR,INTERIOR,490,1080000
429360,1/2/20,SOYBEANS,KOREA REP,INTERIOR,INTERIOR,490,1080000
429361,1/2/20,SOYBEANS,KOREA REP,INTERIOR,INTERIOR,490,1080000
429362,1/2/20,SOYBEANS,KOREA REP,INTERIOR,INTERIOR,490,1080000
429363,1/2/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,196,432000
429364,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,367,810000
429365,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,343,756000
429366,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
429367,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
429368,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
429369,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,343,756000
429370,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,465,1026000
429371,1/2/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,407,897600
429372,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429373,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,216,475200
429374,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,718,1584000
429375,1/2/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,239,528000
429376,1/2/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,287,633600
429377,1/2/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,72,158400
429378,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,48,105600
429379,1/2/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,359,792000
429380,1/2/20,SOYBEANS,THAILAND,COLUMBIA R.,WEST COAST,20027,44152730
429381,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,72,158400
429382,1/2/20,SOYBEANS,VIETNAM,COLUMBIA R.,WEST COAST,45877,101140840
429383,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,192,422400
429384,1/2/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,24,54000
429385,1/2/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,671,1478400
429386,1/2/20,SORGHUM,CHINA MAIN,COLUMBIA R.,WEST COAST,63602,140217660
429387,1/2/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,269,594000
429388,1/2/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,343,756000
429389,1/2/20,WHEAT,COLOMBIA,MISSISSIPPI R.,EAST GULF,13416,29577860
429390,1/2/20,CORN,GUATEMALA,MISSISSIPPI R.,EAST GULF,14809,32648820
429391,1/2/20,CORN,COLOMBIA,MISSISSIPPI R.,EAST GULF,13050,28770080
429392,1/2/20,SOYBEANS,NETHERLANDS,MISSISSIPPI R.,EAST GULF,67177,148100950
429393,1/2/20,CORN,COLOMBIA,MISSISSIPPI R.,EAST GULF,17811,39266560
429394,1/2/20,CORN,COLOMBIA,MISSISSIPPI R.,EAST GULF,32005,70558320
429395,1/2/20,CORN,COLOMBIA,MISSISSIPPI R.,EAST GULF,1531,3374340
429396,1/2/20,CORN,GUATEMALA,MISSISSIPPI R.,EAST GULF,3302,7279660
429397,1/2/20,SOYBEANS,CHINA MAIN,MISSISSIPPI R.,EAST GULF,70455,155326700
429398,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,10977,24200000
429399,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,392,864000
429400,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,294,648000
429401,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,343,756000
429402,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,9979,22000000
429403,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429404,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429405,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429406,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429407,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429408,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,49,108000
429409,1/2/20,WHEAT,NIGERIA,N. TEXAS,WEST GULF,21011,46321260
429410,1/2/20,WHEAT,NIGERIA,N. TEXAS,WEST GULF,28491,62812599
429411,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
429412,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,416,918000
429413,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
429414,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,98,216000
429415,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429416,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
429417,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429418,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429419,1/2/20,CORN,MALAYSIA,INTERIOR,INTERIOR,147,324000
429420,1/2/20,CORN,HONG KONG,INTERIOR,INTERIOR,245,540000
429421,1/2/20,CORN,HONG KONG,INTERIOR,INTERIOR,318,702000
429422,1/2/20,SOYBEANS,KOREA REP,INTERIOR,INTERIOR,73,162000
429423,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429424,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429425,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429426,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429427,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,490,1080000
429428,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,465,1026000
429429,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,490,1080000
429430,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429431,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,245,540000
429432,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,269,594000
429433,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,98,216000
429434,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,98,216000
429435,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,122,270000
429436,1/2/20,SOYBEANS,PAKISTAN,MISSISSIPPI R.,EAST GULF,69567,153369710
429437,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429438,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,465,1026000
429439,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,294,648000
429440,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,269,594000
429441,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,367,810000
429442,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,294,648000
429443,1/2/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,465,1026000
429444,1/2/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,416,918000
429445,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,171,378000
429446,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,24,54000
429447,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429448,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,318,702000
429449,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,24,54000
429450,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,24,54000
429451,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,24,54000
429452,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,24,54000
429453,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,24,54000
429454,1/2/20,WHEAT,NIGERIA,N. TEXAS,WEST GULF,24500,54012700
429455,1/2/20,SOYBEANS,CHINA MAIN,MISSISSIPPI R.,EAST GULF,72599,160052700
429456,1/2/20,SOYBEANS,KOREA REP,MISSISSIPPI R.,EAST GULF,32100,70769140
429457,1/2/20,SOYBEANS,KOREA REP,MISSISSIPPI R.,EAST GULF,26134,57616660
429458,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,9580,21120000
429459,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,2295,5060000
429460,1/2/20,SOYBEANS,JAPAN,MISSISSIPPI R.,EAST GULF,4650,10251420
429461,1/2/20,CORN,COLOMBIA,MISSISSIPPI R.,EAST GULF,10515,23180700
429462,1/2/20,CORN,COLOMBIA,MISSISSIPPI R.,EAST GULF,22482,49564140
429463,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,318,702000
429464,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,343,756000
429465,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
429466,1/2/20,SOYBEANS,PHILIPPINES,INTERIOR,INTERIOR,73,162000
429467,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,269,594000
429468,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,465,1026000
429469,1/2/20,CORN,MEXICO,MISSISSIPPI R.,EAST GULF,33549,73962640
429470,1/2/20,SOYBEANS,MEXICO,MISSISSIPPI R.,EAST GULF,13200,29100500
429471,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,245,540000
429472,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,318,702000
429473,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429474,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,367,810000
429475,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429476,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,392,864000
429477,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,416,918000
429478,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,416,918000
429479,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,294,648000
429480,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,294,648000
429481,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,245,540000
429482,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,294,648000
429483,1/2/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,73,162000
429484,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,245,540000
429485,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,318,702000
429486,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,196,432000
429487,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,49,108000
429488,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,9779,21560000
429489,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429490,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
429491,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,441,972000
429492,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,294,648000
429493,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429494,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429495,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429496,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429497,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,98,216000
429498,1/2/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,120,264000
429499,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,144,316800
429500,1/2/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,144,316800
429501,1/2/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,479,1056000
429502,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,48,105600
429503,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,407,897600
429504,1/2/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,168,369600
429505,1/2/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,48,105600
429506,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,216,475200
429507,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,11376,25080000
429508,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,98,216000
429509,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,245,540000
429510,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,245,540000
429511,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,196,432000
429512,1/2/20,WHEAT,MEXICO,INTERIOR,INTERIOR,2694,5940000
429513,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,7684,16940000
429514,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,465,1026000
429515,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,465,1026000
429516,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,465,1026000
429517,1/2/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,245,540000
429518,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,245,540000
429519,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,343,756000
429520,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
429521,1/2/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
429522,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,196,432000
429523,1/2/20,CORN,MEXICO,INTERIOR,INTERIOR,9879,21780000
429524,1/2/20,SOYBEANS,MEXICO,INTERIOR,INTERIOR,10777,23760000
429525,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,490,1080000
429526,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,441,972000
429527,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,343,756000
429528,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,416,918000
429529,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,73,162000
429530,1/2/20,WHEAT,CHINA T,INTERIOR,INTERIOR,24,54000
429531,1/2/20,WHEAT,CHINA T,INTERIOR,INTERIOR,465,1026000
429532,1/2/20,WHEAT,CHINA T,INTERIOR,INTERIOR,122,270000
429533,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,465,1026000
429534,1/2/20,SORGHUM,PANAMA,INTERIOR,INTERIOR,49,108000
429535,1/2/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,490,1080000
429536,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
429537,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,269,594000
429538,1/2/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,490,1080000
429539,1/2/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,465,1026000
429540,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
429541,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
429542,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,441,972000
429543,1/2/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,490,1080000
429544,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,416,918000
429545,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
429546,1/2/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,343,756000
429547,1/2/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
429548,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,24,54000
429549,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,147,324000
429550,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,245,540000
429551,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,220,486000
429552,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,294,648000
429553,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,171,378000
429554,1/2/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
429555,1/2/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
429556,1/2/20,WHEAT,MEXICO,INTERIOR,INTERIOR,10977,24200000
429557,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,465,1026000
429558,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,24,54000
429559,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,122,270000
429560,1/2/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,367,810000
429561,1/2/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
429562,1/2/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,416,918000
429563,1/2/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,367,810000
429564,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,147,324000
429565,1/2/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,343,756000
429566,1/2/20,SOYBEANS,VIETNAM,S. ATLANTIC,EAST COAST,269,594000
429567,1/2/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,122,270000
429568,1/2/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,367,810000
429569,1/2/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,343,756000
429570,1/2/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,392,864000
429571,1/2/20,SOYBEANS,INDONESIA,S. ATLANTIC,EAST COAST,490,1080000
