id,Date,Grain,Destination,Port,FGIS_Reg,MT,Pounds
434590,3/12/20,CORN,CHINA T,INTERIOR,INTERIOR,269,594000
434591,3/12/20,CORN,HONG KONG,INTERIOR,INTERIOR,245,540000
434592,3/12/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,245,540000
434593,3/12/20,CORN,HONG KONG,INTERIOR,INTERIOR,49,108000
434594,3/12/20,CORN,HONG KONG,INTERIOR,INTERIOR,98,216000
434595,3/12/20,CORN,HONG KONG,INTERIOR,INTERIOR,49,108000
434596,3/12/20,CORN,FRENCH POLY,INTERIOR,INTERIOR,24,54000
434597,3/12/20,CORN,CHINA T,INTERIOR,INTERIOR,367,810000
434598,3/12/20,CORN,CHINA T,INTERIOR,INTERIOR,245,540000
434599,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,49,108000
434600,3/12/20,WHEAT,ITALY,N. TEXAS,WEST GULF,23100,50926260
434601,3/12/20,WHEAT,ITALY,N. TEXAS,WEST GULF,8881,19578200
434602,3/12/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,98,216000
434603,3/12/20,CORN,MEXICO,INTERIOR,INTERIOR,10079,22220000
434604,3/12/20,CORN,MEXICO,INTERIOR,INTERIOR,9081,20020000
434605,3/12/20,BARLEY,MEXICO,INTERIOR,INTERIOR,1197,2640000
434606,3/12/20,SOYBEANS,MEXICO,INTERIOR,INTERIOR,11276,24860000
434607,3/12/20,WHEAT,INDONESIA,COLUMBIA R.,WEST COAST,22759,50175820
434608,3/12/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
434609,3/12/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
434610,3/12/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,43300,95461200
434611,3/12/20,WHEAT,VENEZUELA,MISSISSIPPI R.,EAST GULF,4049,8926600
434612,3/12/20,CORN,VENEZUELA,MISSISSIPPI R.,EAST GULF,3558,7844160
434613,3/12/20,CORN,VENEZUELA,MISSISSIPPI R.,EAST GULF,9200,20282100
434614,3/12/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
434615,3/12/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
434616,3/12/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,392,864000
434617,3/12/20,SOYBEANS,PHILIPPINES,N. ATLANTIC,EAST COAST,294,648000
434618,3/12/20,SOYBEANS,PHILIPPINES,N. ATLANTIC,EAST COAST,269,594000
434619,3/12/20,WHEAT,MEXICO,INTERIOR,INTERIOR,399,880000
434620,3/12/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,98,216000
434621,3/12/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,294,648000
434622,3/12/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
434623,3/12/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,465,1026000
434624,3/12/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,294,648000
434625,3/12/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,269,594000
434626,3/12/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,294,648000
434627,3/12/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,269,594000
434628,3/12/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
434629,3/12/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,147,324000
434630,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,196,432000
434631,3/12/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,416,918000
434632,3/12/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,269,594000
434633,3/12/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,147,324000
434634,3/12/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
434635,3/12/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,343,756000
434636,3/12/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,220,486000
434637,3/12/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,171,378000
434638,3/12/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
434639,3/12/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
434640,3/12/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
434641,3/12/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,392,864000
434642,3/12/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,98,216000
434643,3/12/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
434644,3/12/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
434645,3/12/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,367,810000
434646,3/12/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,245,540000
434647,3/12/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,318,702000
434648,3/12/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,147,324000
434649,3/12/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,367,810000
434650,3/12/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,490,1080000
434651,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,367,810000
434652,3/12/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
434653,3/12/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,490,1080000
434654,3/12/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,318,702000
434655,3/12/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,49,108000
434656,3/12/20,CORN,CHINA T,INTERIOR,INTERIOR,245,540000
434657,3/12/20,WHEAT,CHINA T,COLUMBIA R.,WEST COAST,7350,16203810
434658,3/12/20,CORN,CHINA T,INTERIOR,INTERIOR,318,702000
434659,3/12/20,CORN,CHINA T,INTERIOR,INTERIOR,171,378000
434660,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,269,594000
434661,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,245,540000
434662,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,245,540000
434663,3/12/20,CORN,FRENCH POLY,INTERIOR,INTERIOR,220,486000
434664,3/12/20,SOYBEANS,KOREA REP,INTERIOR,INTERIOR,196,432000
434665,3/12/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,294,648000
434666,3/12/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,269,594000
434667,3/12/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
434668,3/12/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,269,594000
434669,3/12/20,CORN,CHINA T,INTERIOR,INTERIOR,245,540000
434670,3/12/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
434671,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
434672,3/12/20,CORN,CHINA T,INTERIOR,INTERIOR,245,540000
434673,3/12/20,WHEAT,MEXICO,INTERIOR,INTERIOR,798,1760000
434674,3/12/20,WHEAT,MEXICO,INTERIOR,INTERIOR,399,880000
434675,3/12/20,CORN,MEXICO,INTERIOR,INTERIOR,9680,21340000
434676,3/12/20,CORN,MEXICO,INTERIOR,INTERIOR,10378,22880000
434677,3/12/20,CORN,GUATEMALA,MISSISSIPPI R.,EAST GULF,33444,73731200
434678,3/12/20,CORN,KOREA REP,INTERIOR,INTERIOR,490,1080000
434679,3/12/20,CORN,KOREA REP,INTERIOR,INTERIOR,490,1080000
434680,3/12/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,196,432000
434681,3/12/20,SOYBEANS,PHILIPPINES,INTERIOR,INTERIOR,73,162000
434682,3/12/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,490,1080000
434683,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,171,378000
434684,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,318,702000
434685,3/12/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,122,270000
434686,3/12/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,318,702000
434687,3/12/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,122,270000
434688,3/12/20,CORN,JORDAN,INTERIOR,INTERIOR,24,54000
434689,3/12/20,CORN,JORDAN,INTERIOR,INTERIOR,49,108000
434690,3/12/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,196,432000
434691,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,269,594000
434692,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,294,648000
434693,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,245,540000
434694,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,269,594000
434695,3/12/20,WHEAT,PHILIPPINES,COLUMBIA R.,WEST COAST,23056,50828890
434696,3/12/20,WHEAT,TRINIDAD,MISSISSIPPI R.,EAST GULF,7342,16187260
434697,3/12/20,WHEAT,TRINIDAD,MISSISSIPPI R.,EAST GULF,3850,8487700
434698,3/12/20,CORN,TRINIDAD,MISSISSIPPI R.,EAST GULF,9900,21825520
434699,3/12/20,SOYBEANS,INDONESIA,S. ATLANTIC,EAST COAST,465,1026000
434700,3/12/20,SOYBEANS,VIETNAM,S. ATLANTIC,EAST COAST,392,864000
434701,3/12/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,318,702000
434702,3/12/20,SOYBEANS,PHILIPPINES,S. ATLANTIC,EAST COAST,392,864000
434703,3/12/20,SOYBEANS,PHILIPPINES,S. ATLANTIC,EAST COAST,367,810000
434704,3/12/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
434705,3/12/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
434706,3/12/20,SOYBEANS,INDONESIA,S. ATLANTIC,EAST COAST,196,432000
434707,3/12/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,441,972000
434708,3/12/20,SOYBEANS,NEPAL,S. ATLANTIC,EAST COAST,269,594000
434709,3/12/20,SOYBEANS,NEPAL,S. ATLANTIC,EAST COAST,294,648000
434710,3/12/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,367,810000
434711,3/12/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,392,864000
434712,3/12/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,367,810000
434713,3/12/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
434714,3/12/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
434715,3/12/20,SOYBEANS,INDONESIA,S. ATLANTIC,EAST COAST,465,1026000
434716,3/12/20,SOYBEANS,EGYPT,MISSISSIPPI R.,EAST GULF,51999,114637400
434717,3/12/20,SOYBEANS,EGYPT,MISSISSIPPI R.,EAST GULF,56810,125245510
434718,3/12/20,CORN,MEXICO,INTERIOR,INTERIOR,11476,25300000
434719,3/12/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,220,486000
434720,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,98,216000
434721,3/12/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,24,54000
434722,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,416,918000
434723,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,318,702000
434724,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,147,324000
434725,3/5/20,WHEAT,BURMA,PUGET SOUND,WEST COAST,465,1026000
434726,3/12/20,CORN,MEXICO,INTERIOR,INTERIOR,168,369600
434727,3/12/20,SOYBEANS,MEXICO,INTERIOR,INTERIOR,48,105600
434728,3/12/20,CORN,MEXICO,INTERIOR,INTERIOR,48,105600
434729,3/12/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,192,422400
434730,3/12/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,96,211200
434731,3/12/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,455,1003200
434732,3/12/20,CORN,MEXICO,INTERIOR,INTERIOR,144,316800
434733,3/12/20,CORN,DOMINICN REP,MISSISSIPPI R.,EAST GULF,6967,15359550
434734,3/12/20,SOYBEANS,EGYPT,MISSISSIPPI R.,EAST GULF,56810,125245510
434735,3/12/20,WHEAT,CHINA T,COLUMBIA R.,WEST COAST,18321,40391556
434736,3/12/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
434737,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
434738,3/12/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,416,918000
434739,3/12/20,WHEAT,CHINA T,PUGET SOUND,WEST COAST,343,756000
434740,3/12/20,WHEAT,THAILAND,PUGET SOUND,WEST COAST,49,108000
434741,3/12/20,WHEAT,MEXICO,INTERIOR,INTERIOR,100,220000
434742,3/19/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,367,810000
434743,3/19/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,416,918000
434744,3/19/20,SOYBEANS,CHINA MAIN,INTERIOR,INTERIOR,441,972000
434745,3/19/20,SOYBEANS,CHINA MAIN,INTERIOR,INTERIOR,441,972000
434746,3/19/20,SOYBEANS,CHINA MAIN,INTERIOR,INTERIOR,392,864000
434747,3/19/20,SOYBEANS,CHINA MAIN,INTERIOR,INTERIOR,490,1080000
434748,3/19/20,SOYBEANS,CHINA MAIN,INTERIOR,INTERIOR,294,648000
434749,3/19/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,269,594000
434750,3/19/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,245,540000
434751,3/19/20,CORN,DOMINICN REP,MISSISSIPPI R.,EAST GULF,26400,58201400
434752,3/19/20,CORN,DOMINICN REP,MISSISSIPPI R.,EAST GULF,31300,69005770
434753,3/19/20,WHEAT,DOMINICN REP,MISSISSIPPI R.,EAST GULF,5138,11326920
434754,3/19/20,SOYBEANS,EGYPT,MISSISSIPPI R.,EAST GULF,63639,140300760
434755,3/19/20,CORN,MEXICO,MISSISSIPPI R.,EAST GULF,30693,67667230
434756,3/19/20,WHEAT,CHINA T,COLUMBIA R.,WEST COAST,26920,59348138
434757,3/19/20,SORGHUM,JAPAN,COLUMBIA R.,WEST COAST,11140,24559035
434758,3/19/20,SOYBEANS,CHINA MAIN,COLUMBIA R.,WEST COAST,64319,141798480
434759,3/19/20,WHEAT,PHILIPPINES,COLUMBIA R.,WEST COAST,42147,92917480
434760,3/19/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,14179,31258540
434761,3/19/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,7023,15482800
434762,3/19/20,SOYBEANS,JAPAN,MISSISSIPPI R.,EAST GULF,20853,45973740
434763,3/19/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,8095,17846860
434764,3/19/20,CORN,GUATEMALA,MISSISSIPPI R.,EAST GULF,35790,78904240
434765,3/19/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,29527,65095460
434766,3/19/20,SOYBEANS,JAPAN,MISSISSIPPI R.,EAST GULF,18900,41666760
434767,3/19/20,CORN,JAPAN,MISSISSIPPI R.,EAST GULF,1515,3339260
434768,3/19/20,SOYBEANS,INDONESIA,MISSISSIPPI R.,EAST GULF,55159,121603800
434769,3/19/20,SOYBEANS,CHINA T,PUGET SOUND,WEST COAST,71398,157406460
434770,3/19/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,192,422400
434771,3/19/20,CORN,MEXICO,INTERIOR,INTERIOR,48,105600
434772,3/19/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,120,264000
434773,3/19/20,CORN,MEXICO,INTERIOR,INTERIOR,96,211200
434774,3/19/20,CORN,MEXICO,INTERIOR,INTERIOR,527,1161600
434775,3/19/20,CORN,COLOMBIA,MISSISSIPPI R.,EAST GULF,50959,112344980
434776,3/19/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,239,528000
434777,3/19/20,CORN,MEXICO,INTERIOR,INTERIOR,144,316800
434778,3/19/20,CORN,MEXICO,INTERIOR,INTERIOR,48,105600
434779,3/19/20,CORN,MEXICO,INTERIOR,INTERIOR,168,369600
434780,3/19/20,CORN,MEXICO,INTERIOR,INTERIOR,399,880000
434781,3/19/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
434782,3/19/20,SOYBEANS,CHINA T,S. ATLANTIC,EAST COAST,490,1080000
434783,3/19/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
434784,3/19/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
434785,3/19/20,CORN,MEXICO,INTERIOR,INTERIOR,9680,21340000
434786,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,147,324000
434787,3/19/20,SOYBEANS,PHILIPPINES,INTERIOR,INTERIOR,147,324000
434788,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,367,810000
434789,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,245,540000
434790,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,416,918000
434791,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,49,108000
434792,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,245,540000
434793,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
434794,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,367,810000
434795,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,269,594000
434796,3/19/20,WHEAT,MEXICO,INTERIOR,INTERIOR,10877,23980000
434797,3/19/20,SOYBEANS,KOREA REP,INTERIOR,INTERIOR,73,162000
434798,3/19/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
434799,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,269,594000
434800,3/19/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,196,432000
434801,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,245,540000
434802,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,294,648000
434803,3/19/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,318,702000
434804,3/19/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,294,648000
434805,3/19/20,SOYBEANS,KOREA REP,INTERIOR,INTERIOR,98,216000
434806,3/19/20,SOYBEANS,KOREA REP,INTERIOR,INTERIOR,196,432000
434807,3/19/20,CORN,MEXICO,INTERIOR,INTERIOR,9680,21340000
434808,3/19/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,318,702000
434809,3/19/20,SOYBEANS,NEPAL,INTERIOR,INTERIOR,294,648000
434810,3/19/20,WHEAT,MEXICO,INTERIOR,INTERIOR,10977,24200000
434811,3/19/20,SOYBEANS,MEXICO,INTERIOR,INTERIOR,10977,24200000
434812,3/19/20,SOYBEANS,NEPAL,S. ATLANTIC,EAST COAST,490,1080000
434813,3/19/20,SOYBEANS,THAILAND,N. ATLANTIC,EAST COAST,490,1080000
434814,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,465,1026000
434815,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,73,162000
434816,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,220,486000
434817,3/19/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,490,1080000
434818,3/19/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,465,1026000
434819,3/19/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,245,540000
434820,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
434821,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
434822,3/19/20,CORN,HONG KONG,INTERIOR,INTERIOR,147,324000
434823,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
434824,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,465,1026000
434825,3/19/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,245,540000
434826,3/19/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,392,864000
434827,3/19/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,392,864000
434828,3/19/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,343,756000
434829,3/19/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,490,1080000
434830,3/19/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,269,594000
434831,3/19/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,196,432000
434832,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,245,540000
434833,3/19/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,490,1080000
434834,3/19/20,SOYBEANS,MALAYSIA,INTERIOR,INTERIOR,245,540000
434835,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,294,648000
434836,3/19/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,465,1026000
434837,3/19/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,465,1026000
434838,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,220,486000
434839,3/19/20,SOYBEANS,MEXICO,MISSISSIPPI R.,EAST GULF,17599,38799950
434840,3/19/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,73,162000
434841,3/19/20,CORN,MEXICO,MISSISSIPPI R.,EAST GULF,31065,68485920
434842,3/19/20,CORN,KOREA REP,PUGET SOUND,WEST COAST,69617,153478830
434843,3/19/20,CORN,VENEZUELA,MISSISSIPPI R.,EAST GULF,33850,74626660
434844,3/19/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
434845,3/19/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
434846,3/19/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,367,810000
434847,3/19/20,SOYBEANS,MALAYSIA,S. ATLANTIC,EAST COAST,367,810000
434848,3/19/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
434849,3/19/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
434850,3/19/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
434851,3/19/20,SOYBEANS,THAILAND,S. ATLANTIC,EAST COAST,490,1080000
434852,3/19/20,WHEAT,BURMA,INTERIOR,INTERIOR,490,1080000
434853,3/19/20,WHEAT,BURMA,INTERIOR,INTERIOR,490,1080000
434854,3/19/20,CORN,MEXICO,MISSISSIPPI R.,EAST GULF,31239,68870100
434855,3/19/20,CORN,MEXICO,INTERIOR,INTERIOR,100,220000
434856,3/19/20,CORN,MEXICO,INTERIOR,INTERIOR,9779,21560000
434857,3/19/20,WHEAT,INDONESIA,COLUMBIA R.,WEST COAST,12100,26675666
434858,3/19/20,CORN,MEXICO,MISSISSIPPI R.,EAST GULF,25416,56033120
434859,3/19/20,SOYBEANS,MEXICO,MISSISSIPPI R.,EAST GULF,7700,16975400
434860,3/19/20,WHEAT,INDONESIA,COLUMBIA R.,WEST COAST,11863,26152739
434861,3/19/20,WHEAT,INDONESIA,COLUMBIA R.,WEST COAST,29829,65762314
434862,3/19/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,171,378000
434863,3/19/20,SOYBEANS,CHINA T,N. ATLANTIC,EAST COAST,24,54000
434864,3/19/20,WHEAT,MEXICO,INTERIOR,INTERIOR,599,1320000
434865,3/19/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,24,52800
434866,3/19/20,CANOLA,MEXICO,INTERIOR,INTERIOR,48,105600
434867,3/19/20,CORN,MEXICO,INTERIOR,INTERIOR,120,264000
434868,3/19/20,CORN,MEXICO,INTERIOR,INTERIOR,48,105600
434869,3/19/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,383,844800
434870,3/19/20,SORGHUM,MEXICO,INTERIOR,INTERIOR,239,528000
434871,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,220,486000
434872,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,465,1026000
434873,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,220,486000
434874,3/19/20,SOYBEANS,THAILAND,INTERIOR,INTERIOR,465,1026000
434875,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,98,216000
434876,3/19/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,269,594000
434877,3/19/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,245,540000
434878,3/19/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,490,1080000
434879,3/19/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,367,810000
434880,3/19/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,245,540000
434881,3/19/20,SOYBEANS,PHILIPPINES,INTERIOR,INTERIOR,490,1080000
434882,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
434883,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,98,216000
434884,3/19/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,171,378000
434885,3/19/20,SOYBEANS,MEXICO,INTERIOR,INTERIOR,11077,24420000
434886,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,318,702000
434887,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,196,432000
434888,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,147,324000
434889,3/19/20,CORN,KOREA REP,INTERIOR,INTERIOR,392,864000
434890,3/19/20,CORN,KOREA REP,INTERIOR,INTERIOR,465,1026000
434891,3/19/20,CORN,KOREA REP,INTERIOR,INTERIOR,441,972000
434892,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,490,1080000
434893,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,220,486000
434894,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,220,486000
434895,3/19/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,98,216000
434896,3/19/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,196,432000
434897,3/19/20,CORN,MALAYSIA,INTERIOR,INTERIOR,294,648000
434898,3/19/20,SOYBEANS,CHINA MAIN,INTERIOR,INTERIOR,416,918000
434899,3/19/20,SOYBEANS,CHINA MAIN,INTERIOR,INTERIOR,367,810000
434900,3/19/20,SOYBEANS,CHINA MAIN,INTERIOR,INTERIOR,465,1026000
434901,3/19/20,SOYBEANS,CHINA MAIN,INTERIOR,INTERIOR,392,864000
434902,3/19/20,SOYBEANS,CHINA MAIN,INTERIOR,INTERIOR,441,972000
434903,3/19/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,416,918000
434904,3/19/20,SOYBEANS,INDONESIA,INTERIOR,INTERIOR,294,648000
434905,3/19/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,245,540000
434906,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,343,756000
434907,3/19/20,SOYBEANS,VIETNAM,INTERIOR,INTERIOR,294,648000
434908,3/19/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,441,972000
434909,3/19/20,SOYBEANS,CHINA T,INTERIOR,INTERIOR,343,756000
434910,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,343,756000
434911,3/19/20,CORN,CHINA T,INTERIOR,INTERIOR,171,378000
434912,3/19/20,SOYBEANS,JAPAN,INTERIOR,INTERIOR,196,432000
434913,3/19/20,SOYBEANS,COLOMBIA,MISSISSIPPI R.,EAST GULF,18138,39986940
