Date,Week,Month,Year,Marketing Year,Country,Commodity,Commodity Type,Marketing Year Start or End,Unit,Weekly Exports CMY,Accumulated Exports CMY,Outstanding Sales CMY,Gross Sales CMY,Net Sales CMY,Total Commitments CMY,Outstanding Sales NMY,Net Sales NMY,Marketing Month,"Net Sales, Total","Outstanding Sales, Total"
2/13/20,6,2,2020,2019,UNKNOWN,Wheat,HRS,,Metric Tons,0,0,186650,30000,-13800,186650,14200,0,9,-13800,200850
2/13/20,6,2,2020,2019,UNKNOWN,Wheat,Durum,,Metric Tons,0,0,55350,0,-25000,55350,21000,0,9,-25000,76350
2/13/20,6,2,2020,2019,UNKNOWN,Soybeans,,,Metric Tons,0,5,1555357,315700,11700,1555362,245000,0,6,11700,1800357
2/13/20,6,2,2020,2019,UNKNOWN,Corn,,,Metric Tons,0,0,1963038,244224,145188,1963038,0,0,6,145188,1963038
2/13/20,6,2,2020,2019,UNITED KINGDOM,Wheat,HRS,,Metric Tons,0,25270,0,0,0,25270,0,0,9,0,0
2/13/20,6,2,2020,2019,UNITED KINGDOM,Soybeans,,,Metric Tons,0,173327,0,0,0,173327,0,0,6,0,0
2/13/20,6,2,2020,2019,UNITED KINGDOM,Corn,,,Metric Tons,0,276,93,0,0,369,0,0,6,0,93
2/13/20,6,2,2020,2019,UNITED ARAB EMIRATES,Wheat,White,,Metric Tons,0,2221,0,0,0,2221,0,0,9,0,0
2/13/20,6,2,2020,2019,TUNISIA,Wheat,Durum,,Metric Tons,0,31107,0,0,0,31107,0,0,9,0,0
2/13/20,6,2,2020,2019,TUNISIA,Soybeans,,,Metric Tons,0,251201,0,0,0,251201,0,0,6,0,0
2/13/20,6,2,2020,2019,TRINIDAD AND TOBAGO,Wheat,SRW,,Metric Tons,0,30361,6300,0,0,36661,0,0,9,0,6300
2/13/20,6,2,2020,2019,TRINIDAD AND TOBAGO,Wheat,HRS,,Metric Tons,0,41951,11900,0,-3900,53851,3900,3900,9,0,15800
2/13/20,6,2,2020,2019,TRINIDAD AND TOBAGO,Corn,,,Metric Tons,0,45970,34400,0,-66000,80370,0,0,6,-66000,34400
2/13/20,6,2,2020,2019,THAILAND,Wheat,White,,Metric Tons,10900,174598,79869,400,10900,254467,0,0,9,10900,79869
2/13/20,6,2,2020,2019,THAILAND,Wheat,HRW,,Metric Tons,11800,146245,62212,1212,1212,208457,0,0,9,1212,62212
2/13/20,6,2,2020,2019,THAILAND,Wheat,HRS,,Metric Tons,35139,243016,98511,0,35139,341527,0,0,9,35139,98511
2/13/20,6,2,2020,2019,THAILAND,Soybeans,,,Metric Tons,19400,851046,218475,8717,8610,1069521,0,0,6,8610,218475
2/13/20,6,2,2020,2019,THAILAND,Corn,,,Metric Tons,0,1000,0,0,0,1000,0,0,6,0,0
2/13/20,6,2,2020,2019,TAIWAN,Wheat,White,,Metric Tons,6589,114491,11350,314,314,125841,0,0,9,314,11350
2/13/20,6,2,2020,2019,TAIWAN,Wheat,SRW,,Metric Tons,0,7974,1600,0,0,9574,0,0,9,0,1600
2/13/20,6,2,2020,2019,TAIWAN,Wheat,HRW,,Metric Tons,18559,318932,34800,884,884,353732,0,0,9,884,34800
2/13/20,6,2,2020,2019,TAIWAN,Wheat,HRS,,Metric Tons,30481,491345,80550,1281,1281,571895,0,0,9,1281,80550
2/13/20,6,2,2020,2019,TAIWAN,Soybeans,,,Metric Tons,28104,1313120,198888,9517,9120,1512008,0,0,6,9120,198888
2/13/20,6,2,2020,2019,TAIWAN,Corn,,,Metric Tons,8703,214586,183654,19637,17919,398240,0,0,6,17919,183654
2/13/20,6,2,2020,2019,SURINAM,Corn,,,Metric Tons,0,2000,0,0,0,2000,0,0,6,0,0
2/13/20,6,2,2020,2019,SRI LANKA,Wheat,White,,Metric Tons,0,66625,65000,0,0,131625,0,0,9,0,65000
2/13/20,6,2,2020,2019,SPAIN,Soybeans,,,Metric Tons,0,1219931,0,0,0,1219931,0,0,6,0,0
2/13/20,6,2,2020,2019,"SOUTH AFRICA, REPUBLIC OF",Wheat,SRW,,Metric Tons,0,27321,0,0,0,27321,0,0,9,0,0
2/13/20,6,2,2020,2019,SINGAPORE,Wheat,White,,Metric Tons,0,31305,14000,0,0,45305,0,0,9,0,14000
2/13/20,6,2,2020,2019,SINGAPORE,Wheat,HRS,,Metric Tons,0,9900,6000,0,0,15900,0,0,9,0,6000
2/13/20,6,2,2020,2019,SINGAPORE,Soybeans,,,Metric Tons,21,126,3188,0,0,3314,0,0,6,0,3188
2/13/20,6,2,2020,2019,SAUDI ARABIA,Wheat,HRW,,Metric Tons,0,53324,0,0,0,53324,0,0,9,0,0
2/13/20,6,2,2020,2019,SAUDI ARABIA,Soybeans,,,Metric Tons,0,286262,40,0,0,286302,0,0,6,0,40
2/13/20,6,2,2020,2019,SAUDI ARABIA,Corn,,,Metric Tons,24,207673,0,24,24,207673,0,0,6,24,0
2/13/20,6,2,2020,2019,QATAR,Corn,,,Metric Tons,0,5,3,0,0,8,0,0,6,0,3
2/13/20,6,2,2020,2019,PORTUGAL,Soybeans,,,Metric Tons,0,355137,0,0,0,355137,0,0,6,0,0
2/13/20,6,2,2020,2019,PHILIPPINES,Wheat,White,,Metric Tons,24200,895234,264000,27200,27200,1159234,10000,0,9,27200,274000
2/13/20,6,2,2020,2019,PHILIPPINES,Wheat,HRW,,Metric Tons,0,33435,40000,0,0,73435,0,0,9,0,40000
2/13/20,6,2,2020,2019,PHILIPPINES,Wheat,HRS,,Metric Tons,33000,1226452,377000,7000,7000,1603452,82500,18500,9,25500,459500
2/13/20,6,2,2020,2019,PHILIPPINES,Soybeans,,,Metric Tons,1907,58786,28250,6942,6935,87036,0,0,6,6935,28250
2/13/20,6,2,2020,2019,PHILIPPINES,Corn,,,Metric Tons,143,3403,413,0,0,3816,0,0,6,0,413
2/13/20,6,2,2020,2019,PERU,Wheat,SRW,,Metric Tons,21851,115642,42555,6351,26351,158197,14190,0,9,26351,56745
2/13/20,6,2,2020,2019,PERU,Wheat,HRW,,Metric Tons,0,102584,0,0,0,102584,0,0,9,0,0
2/13/20,6,2,2020,2019,PERU,Wheat,HRS,,Metric Tons,0,0,4500,0,0,4500,0,0,9,0,4500
2/13/20,6,2,2020,2019,PERU,Soybeans,,,Metric Tons,27448,146344,15000,2448,27448,161344,0,0,6,27448,15000
2/13/20,6,2,2020,2019,PERU,Corn,,,Metric Tons,0,14561,50000,0,0,64561,0,0,6,0,50000
2/13/20,6,2,2020,2019,PANAMA,Wheat,SRW,,Metric Tons,0,25274,13400,0,0,38674,0,0,9,0,13400
2/13/20,6,2,2020,2019,PANAMA,Wheat,HRW,,Metric Tons,0,17059,10250,0,0,27309,0,0,9,0,10250
2/13/20,6,2,2020,2019,PANAMA,Wheat,HRS,,Metric Tons,0,44132,24150,0,0,68282,0,0,9,0,24150
2/13/20,6,2,2020,2019,PANAMA,Wheat,Durum,,Metric Tons,0,6050,2000,0,0,8050,0,0,9,0,2000
2/13/20,6,2,2020,2019,PANAMA,Soybeans,,,Metric Tons,0,17201,17902,0,0,35103,0,0,6,0,17902
2/13/20,6,2,2020,2019,PANAMA,Corn,,,Metric Tons,41923,230570,206400,2723,2723,436970,0,0,6,2723,206400
2/13/20,6,2,2020,2019,PAKISTAN,Soybeans,,,Metric Tons,0,935237,0,0,0,935237,0,0,6,0,0
2/13/20,6,2,2020,2019,"OTHER PACIFIC ISLANDS, NEC",Corn,,,Metric Tons,0,1660,0,0,0,1660,0,0,6,0,0
2/13/20,6,2,2020,2019,OMAN,Corn,,,Metric Tons,0,86,212,0,0,298,0,0,6,0,212
2/13/20,6,2,2020,2019,NIGERIA,Wheat,White,,Metric Tons,22500,124798,112000,0,-200,236798,0,0,9,-200,112000
2/13/20,6,2,2020,2019,NIGERIA,Wheat,SRW,,Metric Tons,0,172999,0,0,0,172999,0,0,9,0,0
2/13/20,6,2,2020,2019,NIGERIA,Wheat,HRW,,Metric Tons,0,661734,107045,17045,17045,768779,0,0,9,17045,107045
2/13/20,6,2,2020,2019,NIGERIA,Wheat,HRS,,Metric Tons,0,107014,0,0,0,107014,0,0,9,0,0
2/13/20,6,2,2020,2019,NIGERIA,Wheat,Durum,,Metric Tons,0,27760,11000,11000,11000,38760,0,0,9,11000,11000
2/13/20,6,2,2020,2019,NIGER,Soybeans,,,Metric Tons,86,86,362,448,448,448,0,0,6,448,362
2/13/20,6,2,2020,2019,NICARAGUA,Wheat,SRW,,Metric Tons,0,4569,245,0,0,4814,0,0,9,0,245
2/13/20,6,2,2020,2019,NICARAGUA,Wheat,HRW,,Metric Tons,0,715,0,0,0,715,0,0,9,0,0
2/13/20,6,2,2020,2019,NICARAGUA,Wheat,HRS,,Metric Tons,0,5597,3500,0,0,9097,0,0,9,0,3500
2/13/20,6,2,2020,2019,NICARAGUA,Soybeans,,,Metric Tons,0,5969,461,0,0,6430,0,0,6,0,461
2/13/20,6,2,2020,2019,NICARAGUA,Corn,,,Metric Tons,0,82837,131694,0,-254,214531,2000,0,6,-254,133694
2/13/20,6,2,2020,2019,NEPAL,Soybeans,,,Metric Tons,4999,75248,23954,0,-136,99202,0,0,6,-136,23954
2/13/20,6,2,2020,2019,MOZAMBIQUE,Wheat,SRW,,Metric Tons,0,3900,0,0,0,3900,0,0,9,0,0
2/13/20,6,2,2020,2019,MOROCCO,Wheat,HRW,,Metric Tons,0,32200,0,0,0,32200,0,0,9,0,0
2/13/20,6,2,2020,2019,MOROCCO,Soybeans,,,Metric Tons,157,157,0,0,-8,157,0,0,6,-8,0
2/13/20,6,2,2020,2019,MOROCCO,Corn,,,Metric Tons,0,0,8000,8000,8000,8000,0,0,6,8000,8000
2/13/20,6,2,2020,2019,MEXICO,Wheat,White,,Metric Tons,0,13549,30789,0,0,44338,0,0,9,0,30789
2/13/20,6,2,2020,2019,MEXICO,Wheat,SRW,,Metric Tons,10210,625752,55476,628,628,681228,0,0,9,628,55476
2/13/20,6,2,2020,2019,MEXICO,Wheat,HRW,,Metric Tons,82290,1731289,389875,61751,60741,2121164,0,0,9,60741,389875
2/13/20,6,2,2020,2019,MEXICO,Wheat,HRS,,Metric Tons,2633,267216,47118,11000,11000,314334,0,0,9,11000,47118
2/13/20,6,2,2020,2019,MEXICO,Soybeans,,,Metric Tons,139865,2267134,1048650,80926,79731,3315784,0,0,6,79731,1048650
2/13/20,6,2,2020,2019,MALAYSIA,Wheat,White,,Metric Tons,0,39731,500,0,0,40231,0,0,9,0,500
2/13/20,6,2,2020,2019,MALAYSIA,Wheat,SRW,,Metric Tons,0,804,1000,0,0,1804,0,0,9,0,1000
2/13/20,6,2,2020,2019,MALAYSIA,Wheat,HRW,,Metric Tons,0,62764,0,0,0,62764,0,0,9,0,0
2/13/20,6,2,2020,2019,MALAYSIA,Wheat,HRS,,Metric Tons,0,115759,25,0,0,115784,0,0,9,0,25
2/13/20,6,2,2020,2019,MALAYSIA,Soybeans,,,Metric Tons,9880,263590,58572,1010,957,322162,0,0,6,957,58572
2/13/20,6,2,2020,2019,MALAYSIA,Corn,,,Metric Tons,1000,5900,2851,37,37,8751,0,0,6,37,2851
2/13/20,6,2,2020,2019,LIBYA,Wheat,Durum,,Metric Tons,0,20800,0,0,0,20800,0,0,9,0,0
2/13/20,6,2,2020,2019,LEEWARD-WINDWARD ISLANDS,Wheat,SRW,,Metric Tons,0,900,400,0,0,1300,0,0,9,0,400
2/13/20,6,2,2020,2019,LEEWARD-WINDWARD ISLANDS,Wheat,HRS,,Metric Tons,1800,24844,11300,0,1800,36144,4750,0,9,1800,16050
2/13/20,6,2,2020,2019,LEEWARD-WINDWARD ISLANDS,Corn,,,Metric Tons,0,7735,6400,0,0,14135,0,0,6,0,6400
2/13/20,6,2,2020,2019,LEBANON,Soybeans,,,Metric Tons,0,29655,0,0,0,29655,0,0,6,0,0
2/13/20,6,2,2020,2019,KUWAIT,Corn,,,Metric Tons,0,0,0,0,-25,0,0,0,6,-25,0
2/13/20,6,2,2020,2019,"KOREA, REPUBLIC OF",Wheat,White,,Metric Tons,0,360453,158869,0,0,519322,0,0,9,0,158869
2/13/20,6,2,2020,2019,"KOREA, REPUBLIC OF",Wheat,SRW,,Metric Tons,0,1856,1602,0,0,3458,0,0,9,0,1602
2/13/20,6,2,2020,2019,"KOREA, REPUBLIC OF",Wheat,HRW,,Metric Tons,0,191780,85950,0,0,277730,0,0,9,0,85950
2/13/20,6,2,2020,2019,"KOREA, REPUBLIC OF",Wheat,HRS,,Metric Tons,0,310673,77520,300,300,388193,0,0,9,300,77520
2/13/20,6,2,2020,2019,"KOREA, REPUBLIC OF",Wheat,Durum,,Metric Tons,0,50,0,0,0,50,0,0,9,0,0
2/13/20,6,2,2020,2019,"KOREA, REPUBLIC OF",Soybeans,,,Metric Tons,267,488111,31015,0,0,519126,0,0,6,0,31015
2/13/20,6,2,2020,2019,"KOREA, REPUBLIC OF",Corn,,,Metric Tons,66181,76078,393669,197184,197171,469747,0,0,6,197171,393669
2/13/20,6,2,2020,2019,JORDAN,Soybeans,,,Metric Tons,0,1011,0,0,0,1011,0,0,6,0,0
2/13/20,6,2,2020,2019,JORDAN,Corn,,,Metric Tons,0,20,26,0,0,46,0,0,6,0,26
2/13/20,6,2,2020,2019,JAPAN,Wheat,White,,Metric Tons,140,497583,130938,15000,15000,628521,0,0,9,15000,130938
2/13/20,6,2,2020,2019,JAPAN,Wheat,SRW,,Metric Tons,0,21397,0,0,0,21397,0,0,9,0,0
2/13/20,6,2,2020,2019,JAPAN,Wheat,HRW,,Metric Tons,0,624597,142235,0,0,766832,0,0,9,0,142235
2/13/20,6,2,2020,2019,JAPAN,Wheat,HRS,,Metric Tons,51866,662708,159989,28011,28011,822697,0,0,9,28011,159989
2/13/20,6,2,2020,2019,JAPAN,Wheat,Durum,,Metric Tons,0,4770,0,0,0,4770,0,0,9,0,0
2/13/20,6,2,2020,2019,JAPAN,Soybeans,,,Metric Tons,104573,1130085,467639,55833,89780,1597724,74725,3360,6,93140,542364
2/13/20,6,2,2020,2019,JAPAN,Corn,,,Metric Tons,232768,2336576,2473716,449534,504029,4810292,421576,0,6,504029,2895292
2/13/20,6,2,2020,2019,JAMAICA,Wheat,SRW,,Metric Tons,0,51476,14348,0,0,65824,0,0,9,0,14348
2/13/20,6,2,2020,2019,JAMAICA,Wheat,HRW,,Metric Tons,0,5500,2000,0,0,7500,0,0,9,0,2000
2/13/20,6,2,2020,2019,JAMAICA,Wheat,HRS,,Metric Tons,0,63372,33857,0,0,97229,0,0,9,0,33857
2/13/20,6,2,2020,2019,JAMAICA,Corn,,,Metric Tons,0,106497,131000,0,-24000,237497,0,0,6,-24000,131000
2/13/20,6,2,2020,2019,ITALY,Wheat,HRS,,Metric Tons,0,209968,0,0,0,209968,0,0,9,0,0
2/13/20,6,2,2020,2019,ITALY,Wheat,Durum,,Metric Tons,55980,477984,80000,21888,20980,557984,40000,0,9,20980,120000
2/13/20,6,2,2020,2019,ITALY,Soybeans,,,Metric Tons,60,227071,21,60,60,227092,0,0,6,60,21
2/13/20,6,2,2020,2019,ITALY,Corn,,,Metric Tons,0,33,0,0,0,33,0,0,6,0,0
2/13/20,6,2,2020,2019,ISRAEL,Wheat,White,,Metric Tons,0,88,12,0,0,100,0,0,9,0,12
2/13/20,6,2,2020,2019,ISRAEL,Wheat,HRW,,Metric Tons,0,0,100,0,0,100,0,0,9,0,100
2/13/20,6,2,2020,2019,ISRAEL,Soybeans,,,Metric Tons,41151,104566,0,41151,41151,104566,0,0,6,41151,0
2/13/20,6,2,2020,2019,ISRAEL,Corn,,,Metric Tons,0,8879,0,0,0,8879,0,0,6,0,0
2/13/20,6,2,2020,2019,IRAQ,Wheat,HRW,,Metric Tons,0,210000,0,0,0,210000,0,0,9,0,0
2/13/20,6,2,2020,2019,IRAQ,Wheat,HRS,,Metric Tons,0,52166,0,0,0,52166,0,0,9,0,0
2/13/20,6,2,2020,2019,INDONESIA,Wheat,White,,Metric Tons,24199,343766,55000,22199,22199,398766,0,0,9,22199,55000
2/13/20,6,2,2020,2019,INDONESIA,Wheat,SRW,,Metric Tons,0,2090,0,0,0,2090,0,0,9,0,0
2/13/20,6,2,2020,2019,INDONESIA,Wheat,HRW,,Metric Tons,11237,221607,86000,51237,51237,307607,0,0,9,51237,86000
2/13/20,6,2,2020,2019,INDONESIA,Wheat,HRS,,Metric Tons,0,73596,57000,0,0,130596,0,0,9,0,57000
2/13/20,6,2,2020,2019,INDONESIA,Soybeans,,,Metric Tons,82026,936781,221827,39737,91257,1158608,0,0,6,91257,221827
2/13/20,6,2,2020,2019,INDONESIA,Corn,,,Metric Tons,0,18,0,0,0,18,0,0,6,0,0
2/13/20,6,2,2020,2019,HONG KONG,Wheat,White,,Metric Tons,286,3440,540,0,-1,3980,0,0,9,-1,540
2/13/20,6,2,2020,2019,HONG KONG,Soybeans,,,Metric Tons,0,208,1257,0,0,1465,200,0,6,0,1457
2/13/20,6,2,2020,2019,HONG KONG,Corn,,,Metric Tons,935,15347,2289,336,335,17636,0,0,6,335,2289
2/13/20,6,2,2020,2019,HONDURAS,Wheat,SRW,,Metric Tons,0,64796,9000,0,-2000,73796,2000,2000,9,0,11000
2/13/20,6,2,2020,2019,HONDURAS,Wheat,HRW,,Metric Tons,11831,70327,39462,2019,2019,109789,0,0,9,2019,39462
2/13/20,6,2,2020,2019,HONDURAS,Wheat,HRS,,Metric Tons,0,67613,21200,2000,2000,88813,0,0,9,2000,21200
2/13/20,6,2,2020,2019,HONDURAS,Soybeans,,,Metric Tons,0,5375,4120,0,0,9495,0,0,6,0,4120
2/13/20,6,2,2020,2019,HONDURAS,Corn,,,Metric Tons,18700,319166,207049,8803,8803,526215,0,0,6,8803,207049
2/13/20,6,2,2020,2019,HAITI,Wheat,HRW,,Metric Tons,9900,99499,0,81,9900,99499,0,0,9,9900,0
2/13/20,6,2,2020,2019,HAITI,Corn,,,Metric Tons,0,10950,3400,0,0,14350,0,0,6,0,3400
2/13/20,6,2,2020,2019,GUYANA,Wheat,SRW,,Metric Tons,0,350,0,0,0,350,0,0,9,0,0
2/13/20,6,2,2020,2019,GUYANA,Wheat,HRW,,Metric Tons,2200,7190,0,19,2200,7190,0,0,9,2200,0
2/13/20,6,2,2020,2019,GUYANA,Wheat,HRS,,Metric Tons,4400,19319,0,0,4400,19319,0,0,9,4400,0
2/13/20,6,2,2020,2019,GUYANA,Corn,,,Metric Tons,3850,20469,0,0,3850,20469,0,0,6,3850,0
2/13/20,6,2,2020,2019,GUATEMALA,Wheat,White,,Metric Tons,11250,99224,44500,1250,-3750,143724,0,0,9,-3750,44500
2/13/20,6,2,2020,2019,GUATEMALA,Wheat,SRW,,Metric Tons,0,15379,5800,0,0,21179,0,0,9,0,5800
2/13/20,6,2,2020,2019,GUATEMALA,Wheat,HRW,,Metric Tons,24801,216307,86799,0,-6200,303106,0,0,9,-6200,86799
2/13/20,6,2,2020,2019,GUATEMALA,Wheat,HRS,,Metric Tons,0,83905,60700,0,-4000,144605,0,0,9,-4000,60700
2/13/20,6,2,2020,2019,GUATEMALA,Soybeans,,,Metric Tons,0,0,3000,0,0,3000,0,0,6,0,3000
2/13/20,6,2,2020,2019,GUATEMALA,Corn,,,Metric Tons,24091,337869,457629,2159,1662,795498,29724,0,6,1662,487353
2/13/20,6,2,2020,2019,GHANA,Wheat,HRW,,Metric Tons,0,18628,0,0,0,18628,0,0,9,0,0
2/13/20,6,2,2020,2019,GERMANY,Soybeans,,,Metric Tons,0,785875,0,0,0,785875,0,0,6,0,0
2/13/20,6,2,2020,2019,FRENCH WEST INDIES,Corn,,,Metric Tons,0,0,17300,0,0,17300,0,0,6,0,17300
2/13/20,6,2,2020,2019,FRANCE,Soybeans,,,Metric Tons,0,75179,0,0,0,75179,0,0,6,0,0
2/13/20,6,2,2020,2019,FINLAND,Wheat,White,,Metric Tons,0,100,0,0,0,100,0,0,9,0,0
2/13/20,6,2,2020,2019,EUROPEAN UNION - 27,Wheat,White,,Metric Tons,0,100,0,0,0,100,0,0,9,0,0
2/13/20,6,2,2020,2019,EUROPEAN UNION - 27,Wheat,HRS,,Metric Tons,0,235238,0,0,0,235238,0,0,9,0,0
2/13/20,6,2,2020,2019,EUROPEAN UNION - 27,Wheat,Durum,,Metric Tons,55980,518588,80000,21888,20980,598588,40000,0,9,20980,120000
2/13/20,6,2,2020,2019,EUROPEAN UNION - 27,Corn,,,Metric Tons,0,309,93,0,0,402,0,0,6,0,93
2/13/20,6,2,2020,2019,ETHIOPIA,Wheat,Durum,,Metric Tons,0,19650,0,0,0,19650,0,0,9,0,0
2/13/20,6,2,2020,2019,EL SALVADOR,Wheat,White,,Metric Tons,5000,47179,2200,0,5000,49379,0,0,9,5000,2200
2/13/20,6,2,2020,2019,EL SALVADOR,Wheat,SRW,,Metric Tons,0,2358,0,0,0,2358,0,0,9,0,0
2/13/20,6,2,2020,2019,EL SALVADOR,Wheat,HRW,,Metric Tons,3100,84232,10500,0,3100,94732,0,0,9,3100,10500
2/13/20,6,2,2020,2019,EL SALVADOR,Wheat,HRS,,Metric Tons,4200,76310,10000,200,4200,86310,0,0,9,4200,10000
2/13/20,6,2,2020,2019,EL SALVADOR,Soybeans,,,Metric Tons,0,19,0,0,0,19,0,0,6,0,0
2/13/20,6,2,2020,2019,EL SALVADOR,Corn,,,Metric Tons,3492,109941,294885,8421,8421,404826,1016,1016,6,9437,295901
2/13/20,6,2,2020,2019,EGYPT,Wheat,HRS,,Metric Tons,0,101200,0,0,0,101200,0,0,9,0,0
2/13/20,6,2,2020,2019,EGYPT,Soybeans,,,Metric Tons,65190,1434135,525000,190,190,1959135,0,0,6,190,525000
2/13/20,6,2,2020,2019,ECUADOR,Wheat,SRW,,Metric Tons,0,93024,0,0,0,93024,0,0,9,0,0
2/13/20,6,2,2020,2019,ECUADOR,Wheat,HRW,,Metric Tons,0,145883,0,0,0,145883,0,0,9,0,0
2/13/20,6,2,2020,2019,ECUADOR,Corn,,,Metric Tons,0,0,18400,0,0,18400,0,0,6,0,18400
2/13/20,6,2,2020,2019,DOMINICAN REPUBLIC,Wheat,SRW,,Metric Tons,0,85654,16417,0,0,102071,0,0,9,0,16417
2/13/20,6,2,2020,2019,DOMINICAN REPUBLIC,Wheat,HRW,,Metric Tons,4243,115833,46903,4946,-31054,162736,0,0,9,-31054,46903
2/13/20,6,2,2020,2019,DOMINICAN REPUBLIC,Wheat,HRS,,Metric Tons,0,5766,13500,5000,5000,19266,0,0,9,5000,13500
2/13/20,6,2,2020,2019,DOMINICAN REPUBLIC,Soybeans,,,Metric Tons,0,11094,4000,4000,4000,15094,0,0,6,4000,4000
2/13/20,6,2,2020,2019,DOMINICAN REPUBLIC,Corn,,,Metric Tons,6821,42139,164715,20000,43949,206854,0,0,6,43949,164715
2/13/20,6,2,2020,2019,COSTA RICA,Wheat,White,,Metric Tons,0,45,0,0,0,45,0,0,9,0,0
2/13/20,6,2,2020,2019,COSTA RICA,Wheat,SRW,,Metric Tons,0,51440,17390,0,0,68830,0,0,9,0,17390
2/13/20,6,2,2020,2019,COSTA RICA,Wheat,HRW,,Metric Tons,0,14689,0,0,0,14689,0,0,9,0,0
2/13/20,6,2,2020,2019,COSTA RICA,Soybeans,,,Metric Tons,0,129894,37000,1000,1000,166894,0,0,6,1000,37000
2/13/20,6,2,2020,2019,COSTA RICA,Corn,,,Metric Tons,0,344450,191270,0,-1143,535720,0,0,6,-1143,191270
2/13/20,6,2,2020,2019,COLOMBIA,Wheat,SRW,,Metric Tons,12650,233878,35500,11150,11150,269378,29500,29500,9,40650,65000
2/13/20,6,2,2020,2019,COLOMBIA,Wheat,HRW,,Metric Tons,0,313624,53200,2200,38200,366824,0,0,9,38200,53200
2/13/20,6,2,2020,2019,COLOMBIA,Wheat,HRS,,Metric Tons,0,22,0,0,0,22,0,0,9,0,0
2/13/20,6,2,2020,2019,COLOMBIA,Soybeans,,,Metric Tons,16495,271851,10500,1300,15495,282351,0,0,6,15495,10500
2/13/20,6,2,2020,2019,COLOMBIA,Corn,,,Metric Tons,81466,1872301,534543,74906,108209,2406844,0,0,6,108209,534543
2/13/20,6,2,2020,2019,"CHINA, PEOPLES REPUBLIC OF",Wheat,White,,Metric Tons,0,131062,0,0,0,131062,0,0,9,0,0
2/13/20,6,2,2020,2019,"CHINA, PEOPLES REPUBLIC OF",Wheat,HRS,,Metric Tons,0,63001,0,0,0,63001,0,0,9,0,0
2/13/20,6,2,2020,2019,"CHINA, PEOPLES REPUBLIC OF",Soybeans,,,Metric Tons,269484,11734129,416000,11484,11484,12150129,0,0,6,11484,416000
2/13/20,6,2,2020,2019,"CHINA, PEOPLES REPUBLIC OF",Corn,,,Metric Tons,0,60871,210,0,0,61081,0,0,6,0,210
2/13/20,6,2,2020,2019,CHILE,Wheat,White,,Metric Tons,0,43501,0,0,0,43501,0,0,9,0,0
2/13/20,6,2,2020,2019,CHILE,Wheat,SRW,,Metric Tons,0,88990,0,0,0,88990,0,0,9,0,0
2/13/20,6,2,2020,2019,CHILE,Wheat,HRW,,Metric Tons,13104,197748,0,0,-896,197748,0,0,9,-896,0
2/13/20,6,2,2020,2019,CHILE,Corn,,,Metric Tons,0,0,35000,0,0,35000,0,0,6,0,35000
2/13/20,6,2,2020,2019,CANADA,Wheat,White,,Metric Tons,85,6223,1245,0,0,7468,0,0,9,0,1245
2/13/20,6,2,2020,2019,CANADA,Wheat,SRW,,Metric Tons,0,32382,28670,0,0,61052,0,0,9,0,28670
2/13/20,6,2,2020,2019,CANADA,Wheat,HRW,,Metric Tons,0,11051,107,0,0,11158,0,0,9,0,107
2/13/20,6,2,2020,2019,CANADA,Soybeans,,,Metric Tons,634,33200,4827,408,408,38027,0,0,6,408,4827
2/13/20,6,2,2020,2019,CANADA,Corn,,,Metric Tons,23895,289766,337206,2809,2127,626972,37721,0,6,2127,374927
2/13/20,6,2,2020,2019,CAMBODIA,Wheat,SRW,,Metric Tons,0,1307,0,0,0,1307,0,0,9,0,0
2/13/20,6,2,2020,2019,CAMBODIA,Soybeans,,,Metric Tons,0,954,0,0,0,954,0,0,6,0,0
2/13/20,6,2,2020,2019,BURMA,Wheat,White,,Metric Tons,428,4282,14082,2500,2500,18364,0,0,9,2500,14082
2/13/20,6,2,2020,2019,BURMA,Wheat,SRW,,Metric Tons,493,7047,2480,0,0,9527,0,0,9,0,2480
2/13/20,6,2,2020,2019,BURMA,Wheat,HRW,,Metric Tons,0,750,1000,1000,1000,1750,0,0,9,1000,1000
2/13/20,6,2,2020,2019,BURMA,Wheat,HRS,,Metric Tons,0,22339,17264,0,0,39603,0,0,9,0,17264
2/13/20,6,2,2020,2019,BURMA,Soybeans,,,Metric Tons,1065,6554,0,1065,1065,6554,0,0,6,1065,0
2/13/20,6,2,2020,2019,BRAZIL,Wheat,SRW,,Metric Tons,0,81276,0,0,0,81276,0,0,9,0,0
2/13/20,6,2,2020,2019,BRAZIL,Wheat,HRW,,Metric Tons,0,320435,0,0,0,320435,0,0,9,0,0
2/13/20,6,2,2020,2019,BELIZE,Wheat,HRW,,Metric Tons,1500,1500,0,0,0,1500,0,0,9,0,0
2/13/20,6,2,2020,2019,BELIZE,Wheat,HRS,,Metric Tons,3000,7351,6000,0,0,13351,0,0,9,0,6000
2/13/20,6,2,2020,2019,BELGIUM-LUXEMBOURG,Wheat,Durum,,Metric Tons,0,40604,0,0,0,40604,0,0,9,0,0
2/13/20,6,2,2020,2019,BARBADOS,Wheat,SRW,,Metric Tons,0,4101,1500,0,0,5601,0,0,9,0,1500
2/13/20,6,2,2020,2019,BARBADOS,Wheat,HRS,,Metric Tons,0,9796,1800,0,0,11596,0,0,9,0,1800
