Date,Week,Month,Year,Marketing Year,Country,Commodity,Commodity Type,Marketing Year Start or End,Unit,Weekly Exports CMY,Accumulated Exports CMY,Outstanding Sales CMY,Gross Sales CMY,Net Sales CMY,Total Commitments CMY,Outstanding Sales NMY,Net Sales NMY,Marketing Month,"Net Sales, Total","Outstanding Sales, Total"
3/26/20,12,3,2020,2019,PERU,Wheat,SRW,,Metric Tons,0,143691,17610,500,500,161301,48590,0,10,500,66200
3/26/20,12,3,2020,2019,EUROPEAN UNION - 27,Soybeans,,,Metric Tons,0,4074656,4500,0,0,4079156,0,0,7,0,4500
3/26/20,12,3,2020,2019,EUROPEAN UNION - 27,Wheat,Durum,,Metric Tons,31,518619,87000,31,31,605619,60000,0,10,31,147000
3/26/20,12,3,2020,2019,EUROPEAN UNION - 27,Wheat,HRS,,Metric Tons,0,235238,27000,0,0,262238,0,0,10,0,27000
3/26/20,12,3,2020,2019,EUROPEAN UNION - 27,Wheat,White,,Metric Tons,0,100,0,0,0,100,0,0,10,0,0
3/26/20,12,3,2020,2019,FINLAND,Wheat,White,,Metric Tons,0,100,0,0,0,100,0,0,10,0,0
3/26/20,12,3,2020,2019,FRANCE,Soybeans,,,Metric Tons,0,75179,0,0,0,75179,0,0,7,0,0
3/26/20,12,3,2020,2019,FRENCH WEST INDIES,Corn,,,Metric Tons,0,0,14950,0,0,14950,0,0,7,0,14950
3/26/20,12,3,2020,2019,GERMANY,Soybeans,,,Metric Tons,0,851874,0,0,0,851874,0,0,7,0,0
3/26/20,12,3,2020,2019,GHANA,Wheat,HRW,,Metric Tons,0,18628,0,0,0,18628,0,0,10,0,0
3/26/20,12,3,2020,2019,GUATEMALA,Corn,,,Metric Tons,22711,564472,349837,12827,-5262,914309,10160,10160,7,4898,359997
3/26/20,12,3,2020,2019,GUATEMALA,Soybeans,,,Metric Tons,0,0,3000,0,0,3000,0,0,7,0,3000
3/26/20,12,3,2020,2019,GUATEMALA,Wheat,HRS,,Metric Tons,0,83905,60700,0,0,144605,0,0,10,0,60700
3/26/20,12,3,2020,2019,GUATEMALA,Wheat,HRW,,Metric Tons,0,216307,95149,0,-3700,311456,0,0,10,-3700,95149
3/26/20,12,3,2020,2019,GUATEMALA,Wheat,SRW,,Metric Tons,0,19153,2800,0,0,21953,0,0,10,0,2800
3/26/20,12,3,2020,2019,GUATEMALA,Wheat,White,,Metric Tons,0,99224,39800,0,-4700,139024,0,0,10,-4700,39800
3/26/20,12,3,2020,2019,GUYANA,Corn,,,Metric Tons,0,24269,0,0,0,24269,0,0,7,0,0
3/26/20,12,3,2020,2019,GUYANA,Wheat,HRS,,Metric Tons,0,19319,0,0,0,19319,0,0,10,0,0
3/26/20,12,3,2020,2019,GUYANA,Wheat,HRW,,Metric Tons,0,7190,0,0,0,7190,0,0,10,0,0
3/26/20,12,3,2020,2019,GUYANA,Wheat,SRW,,Metric Tons,0,350,0,0,0,350,0,0,10,0,0
3/26/20,12,3,2020,2019,HAITI,Corn,,,Metric Tons,0,13550,0,0,0,13550,0,0,7,0,0
3/26/20,12,3,2020,2019,HAITI,Wheat,HRS,,Metric Tons,0,3780,0,0,0,3780,0,0,10,0,0
3/26/20,12,3,2020,2019,HAITI,Wheat,HRW,,Metric Tons,0,99499,0,0,0,99499,0,0,10,0,0
3/26/20,12,3,2020,2019,HONDURAS,Corn,,,Metric Tons,18927,452474,193442,1800,1800,645916,0,0,7,1800,193442
3/26/20,12,3,2020,2019,HONDURAS,Soybeans,,,Metric Tons,0,6575,2920,0,0,9495,0,0,7,0,2920
3/26/20,12,3,2020,2019,HONDURAS,Wheat,HRS,,Metric Tons,13156,88469,12044,0,0,100513,22500,4500,10,4500,34544
3/26/20,12,3,2020,2019,HONDURAS,Wheat,HRW,,Metric Tons,6850,97056,30820,0,0,127876,3500,0,10,0,34320
3/26/20,12,3,2020,2019,HONDURAS,Wheat,SRW,,Metric Tons,0,64796,9500,0,0,74296,9000,0,10,0,18500
3/26/20,12,3,2020,2019,HONG KONG,Corn,,,Metric Tons,779,20035,702,146,146,20737,0,0,7,146,702
3/26/20,12,3,2020,2019,HONG KONG,Soybeans,,,Metric Tons,41,330,1135,0,0,1465,200,0,7,0,1335
3/26/20,12,3,2020,2019,HONG KONG,Wheat,White,,Metric Tons,265,3970,270,0,-5,4240,0,0,10,-5,270
3/26/20,12,3,2020,2019,INDONESIA,Corn,,,Metric Tons,0,18,0,0,0,18,0,0,7,0,0
3/26/20,12,3,2020,2019,INDONESIA,Soybeans,,,Metric Tons,86377,1258510,268509,31899,97847,1527019,0,0,7,97847,268509
3/26/20,12,3,2020,2019,INDONESIA,Wheat,HRS,,Metric Tons,42571,128267,40500,5142,-37429,168767,0,0,10,-37429,40500
3/26/20,12,3,2020,2019,INDONESIA,Wheat,HRW,,Metric Tons,31791,338228,17000,3582,-28209,355228,0,0,10,-28209,17000
3/26/20,12,3,2020,2019,INDONESIA,Wheat,SRW,,Metric Tons,0,2090,0,0,0,2090,0,0,10,0,0
3/26/20,12,3,2020,2019,INDONESIA,Wheat,White,,Metric Tons,0,377629,93000,0,0,470629,0,0,10,0,93000
3/26/20,12,3,2020,2019,IRAQ,Wheat,HRS,,Metric Tons,0,52166,0,0,0,52166,0,0,10,0,0
3/26/20,12,3,2020,2019,IRAQ,Wheat,HRW,,Metric Tons,0,210000,0,0,0,210000,0,0,10,0,0
3/26/20,12,3,2020,2019,IRELAND,Soybeans,,,Metric Tons,0,0,4500,0,0,4500,0,0,7,0,4500
3/26/20,12,3,2020,2019,ISRAEL,Corn,,,Metric Tons,0,19878,0,0,0,19878,0,0,7,0,0
3/26/20,12,3,2020,2019,ISRAEL,Soybeans,,,Metric Tons,0,104566,0,0,0,104566,0,0,7,0,0
3/26/20,12,3,2020,2019,ISRAEL,Wheat,HRW,,Metric Tons,0,100,0,0,0,100,0,0,10,0,0
3/26/20,12,3,2020,2019,ISRAEL,Wheat,White,,Metric Tons,0,100,0,0,0,100,0,0,10,0,0
3/26/20,12,3,2020,2019,ITALY,Corn,,,Metric Tons,0,33,0,0,0,33,0,0,7,0,0
3/26/20,12,3,2020,2019,ITALY,Soybeans,,,Metric Tons,0,227092,0,0,0,227092,0,0,7,0,0
3/26/20,12,3,2020,2019,ITALY,Wheat,Durum,,Metric Tons,31,478015,87000,31,31,565015,60000,0,10,31,147000
3/26/20,12,3,2020,2019,ITALY,Wheat,HRS,,Metric Tons,0,209968,27000,0,0,236968,0,0,10,0,27000
3/26/20,12,3,2020,2019,JAMAICA,Corn,,,Metric Tons,7245,137713,192900,3345,3345,330613,0,0,7,3345,192900
3/26/20,12,3,2020,2019,JAMAICA,Wheat,HRS,,Metric Tons,4523,78349,12500,0,4523,90849,0,0,10,4523,12500
3/26/20,12,3,2020,2019,JAMAICA,Wheat,HRW,,Metric Tons,8176,13676,2000,176,8176,15676,0,0,10,8176,2000
3/26/20,12,3,2020,2019,JAMAICA,Wheat,SRW,,Metric Tons,4842,65056,6000,142,4842,71056,0,0,10,4842,6000
3/26/20,12,3,2020,2019,JAPAN,Corn,,,Metric Tons,478738,4039999,2809243,272179,239023,6849242,462676,0,7,239023,3271919
3/26/20,12,3,2020,2019,JAPAN,Soybeans,,,Metric Tons,44164,1517214,485142,26693,37190,2002356,81128,1497,7,38687,566270
3/26/20,12,3,2020,2019,JAPAN,Wheat,Durum,,Metric Tons,124,5345,0,124,124,5345,0,0,10,124,0
3/26/20,12,3,2020,2019,JAPAN,Wheat,HRS,,Metric Tons,15245,742886,305001,0,0,1047887,20100,0,10,0,325101
3/26/20,12,3,2020,2019,JAPAN,Wheat,HRW,,Metric Tons,18948,731737,165955,3,3,897692,0,0,10,3,165955
3/26/20,12,3,2020,2019,JAPAN,Wheat,SRW,,Metric Tons,0,21397,0,0,0,21397,0,0,10,0,0
3/26/20,12,3,2020,2019,JAPAN,Wheat,White,,Metric Tons,0,586511,120039,0,0,706550,0,0,10,0,120039
3/26/20,12,3,2020,2019,JORDAN,Corn,,,Metric Tons,0,46,0,0,0,46,0,0,7,0,0
3/26/20,12,3,2020,2019,JORDAN,Soybeans,,,Metric Tons,0,1011,0,0,0,1011,0,0,7,0,0
3/26/20,12,3,2020,2019,"KOREA, REPUBLIC OF",Corn,,,Metric Tons,129535,341841,1066933,136800,136101,1408774,0,0,7,136101,1066933
3/26/20,12,3,2020,2019,"KOREA, REPUBLIC OF",Soybeans,,,Metric Tons,202,550509,26551,0,0,577060,0,0,7,0,26551
3/26/20,12,3,2020,2019,"KOREA, REPUBLIC OF",Wheat,Durum,,Metric Tons,0,50,0,0,0,50,0,0,10,0,0
3/26/20,12,3,2020,2019,"KOREA, REPUBLIC OF",Wheat,HRS,,Metric Tons,0,372281,144650,0,0,516931,0,0,10,0,144650
3/26/20,12,3,2020,2019,"KOREA, REPUBLIC OF",Wheat,HRW,,Metric Tons,0,237843,120020,2000,2000,357863,0,0,10,2000,120020
3/26/20,12,3,2020,2019,"KOREA, REPUBLIC OF",Wheat,SRW,,Metric Tons,0,2238,1200,0,0,3438,0,0,10,0,1200
3/26/20,12,3,2020,2019,"KOREA, REPUBLIC OF",Wheat,White,,Metric Tons,0,427199,264330,0,0,691529,0,0,10,0,264330
3/26/20,12,3,2020,2019,LEBANON,Soybeans,,,Metric Tons,0,29655,0,0,0,29655,0,0,7,0,0
3/26/20,12,3,2020,2019,LEEWARD-WINDWARD ISLANDS,Corn,,,Metric Tons,500,9035,5400,0,-500,14435,0,0,7,-500,5400
3/26/20,12,3,2020,2019,LEEWARD-WINDWARD ISLANDS,Wheat,HRS,,Metric Tons,726,25570,4750,0,-1074,30320,9500,0,10,-1074,14250
3/26/20,12,3,2020,2019,LEEWARD-WINDWARD ISLANDS,Wheat,SRW,,Metric Tons,400,1300,0,0,0,1300,0,0,10,0,0
3/26/20,12,3,2020,2019,LIBERIA,Wheat,HRW,,Metric Tons,0,22726,0,0,0,22726,0,0,10,0,0
3/26/20,12,3,2020,2019,LIBYA,Wheat,Durum,,Metric Tons,0,20800,0,0,0,20800,0,0,10,0,0
3/26/20,12,3,2020,2019,MALAYSIA,Corn,,,Metric Tons,238,8751,5800,5000,5000,14551,0,0,7,5000,5800
3/26/20,12,3,2020,2019,MALAYSIA,Soybeans,,,Metric Tons,26137,365738,77551,15437,15437,443289,0,0,7,15437,77551
3/26/20,12,3,2020,2019,MALAYSIA,Wheat,HRS,,Metric Tons,0,137609,20825,0,20800,158434,12000,0,10,20800,32825
3/26/20,12,3,2020,2019,MALAYSIA,Wheat,HRW,,Metric Tons,0,105296,17800,0,17800,123096,22000,0,10,17800,39800
3/26/20,12,3,2020,2019,MALAYSIA,Wheat,SRW,,Metric Tons,538,1842,0,0,0,1842,0,0,10,0,0
3/26/20,12,3,2020,2019,MALAYSIA,Wheat,White,,Metric Tons,0,42124,4769,0,4300,46893,0,0,10,4300,4769
3/26/20,12,3,2020,2019,MEXICO,Corn,,,Metric Tons,299211,7568756,4081309,257595,314572,11650065,1224282,0,7,314572,5305591
3/26/20,12,3,2020,2019,MEXICO,Soybeans,,,Metric Tons,124600,2779892,1190604,342853,388038,3970496,68500,47500,7,435538,1259104
3/26/20,12,3,2020,2019,MEXICO,Wheat,HRS,,Metric Tons,0,310296,25790,0,0,336086,0,0,10,0,25790
3/26/20,12,3,2020,2019,ETHIOPIA,Wheat,Durum,,Metric Tons,0,19650,0,0,0,19650,0,0,10,0,0
3/26/20,12,3,2020,2019,MEXICO,Wheat,HRW,,Metric Tons,71803,2004522,399439,76925,76925,2403961,20658,0,10,76925,420097
3/26/20,12,3,2020,2019,MEXICO,Wheat,SRW,,Metric Tons,2518,711174,47900,8018,8018,759074,27000,0,10,8018,74900
3/26/20,12,3,2020,2019,MEXICO,Wheat,White,,Metric Tons,0,34208,10130,0,0,44338,0,0,10,0,10130
3/26/20,12,3,2020,2019,MOROCCO,Corn,,,Metric Tons,0,0,8000,0,0,8000,0,0,7,0,8000
3/26/20,12,3,2020,2019,MOROCCO,Soybeans,,,Metric Tons,0,157,0,0,0,157,0,0,7,0,0
3/26/20,12,3,2020,2019,MOROCCO,Wheat,HRS,,Metric Tons,0,0,21,21,21,21,0,0,10,21,21
3/26/20,12,3,2020,2019,MOROCCO,Wheat,HRW,,Metric Tons,0,32200,0,0,0,32200,0,0,10,0,0
3/26/20,12,3,2020,2019,MOZAMBIQUE,Wheat,SRW,,Metric Tons,0,3900,0,0,0,3900,0,0,10,0,0
3/26/20,12,3,2020,2019,NAMIBIA,Wheat,HRS,,Metric Tons,0,6000,0,0,0,6000,0,0,10,0,0
3/26/20,12,3,2020,2019,NEPAL,Soybeans,,,Metric Tons,3060,93981,5742,0,0,99723,0,0,7,0,5742
3/26/20,12,3,2020,2019,NETHERLANDS,Soybeans,,,Metric Tons,0,1172116,0,0,0,1172116,0,0,7,0,0
3/26/20,12,3,2020,2019,NICARAGUA,Corn,,,Metric Tons,23602,151222,125621,10102,31602,276843,2000,0,7,31602,127621
3/26/20,12,3,2020,2019,NICARAGUA,Soybeans,,,Metric Tons,0,5969,661,0,0,6630,0,0,7,0,661
3/26/20,12,3,2020,2019,NICARAGUA,Wheat,HRS,,Metric Tons,0,9364,0,0,0,9364,0,0,10,0,0
3/26/20,12,3,2020,2019,NICARAGUA,Wheat,HRW,,Metric Tons,0,715,0,0,0,715,0,0,10,0,0
3/26/20,12,3,2020,2019,NICARAGUA,Wheat,SRW,,Metric Tons,0,4984,700,0,0,5684,0,0,10,0,700
3/26/20,12,3,2020,2019,NIGER,Soybeans,,,Metric Tons,0,86,0,0,0,86,0,0,7,0,0
3/26/20,12,3,2020,2019,NIGERIA,Soybeans,,,Metric Tons,0,0,442,0,0,442,0,0,7,0,442
3/26/20,12,3,2020,2019,NIGERIA,Wheat,Durum,,Metric Tons,0,27760,11000,0,0,38760,0,0,10,0,11000
3/26/20,12,3,2020,2019,NIGERIA,Wheat,HRS,,Metric Tons,0,126014,0,0,0,126014,0,0,10,0,0
3/26/20,12,3,2020,2019,NIGERIA,Wheat,HRW,,Metric Tons,0,786706,111045,0,-25000,897751,0,0,10,-25000,111045
3/26/20,12,3,2020,2019,NIGERIA,Wheat,SRW,,Metric Tons,0,172999,0,0,0,172999,0,0,10,0,0
3/26/20,12,3,2020,2019,NIGERIA,Wheat,White,,Metric Tons,0,146298,90022,0,0,236320,11100,0,10,0,101122
3/26/20,12,3,2020,2019,OMAN,Corn,,,Metric Tons,0,86,212,0,0,298,0,0,7,0,212
3/26/20,12,3,2020,2019,"OTHER PACIFIC ISLANDS, NEC",Corn,,,Metric Tons,200,2180,0,200,200,2180,0,0,7,200,0
3/26/20,12,3,2020,2019,PAKISTAN,Soybeans,,,Metric Tons,0,935237,0,0,0,935237,0,0,7,0,0
3/26/20,12,3,2020,2019,PANAMA,Corn,,,Metric Tons,0,276379,189300,0,-12600,465679,0,0,7,-12600,189300
3/26/20,12,3,2020,2019,PANAMA,Soybeans,,,Metric Tons,0,24150,16700,0,0,40850,0,0,7,0,16700
3/26/20,12,3,2020,2019,PANAMA,Wheat,Durum,,Metric Tons,0,7950,2000,0,0,9950,0,0,10,0,2000
3/26/20,12,3,2020,2019,PANAMA,Wheat,HRS,,Metric Tons,0,56252,11450,0,-23200,67702,23200,23200,10,0,34650
3/26/20,12,3,2020,2019,PANAMA,Wheat,HRW,,Metric Tons,0,23241,4650,1000,1000,27891,11900,0,10,1000,16550
3/26/20,12,3,2020,2019,PANAMA,Wheat,SRW,,Metric Tons,0,30974,7400,0,0,38374,11050,0,10,0,18450
3/26/20,12,3,2020,2019,PERU,Corn,,,Metric Tons,0,14561,0,0,0,14561,0,0,7,0,0
3/26/20,12,3,2020,2019,PERU,Soybeans,,,Metric Tons,0,198509,10000,0,0,208509,0,0,7,0,10000
3/26/20,12,3,2020,2019,PERU,Wheat,HRS,,Metric Tons,0,5309,0,0,0,5309,0,0,10,0,0
3/26/20,12,3,2020,2019,PERU,Wheat,HRW,,Metric Tons,0,102584,43000,0,0,145584,0,0,10,0,43000
3/26/20,12,3,2020,2019,PHILIPPINES,Corn,,,Metric Tons,0,3403,413,0,0,3816,0,0,7,0,413
3/26/20,12,3,2020,2019,PHILIPPINES,Soybeans,,,Metric Tons,3148,80822,18895,13,13,99717,0,0,7,13,18895
3/26/20,12,3,2020,2019,PHILIPPINES,Wheat,HRS,,Metric Tons,0,1406922,399000,39000,39000,1805922,124500,37000,10,76000,523500
3/26/20,12,3,2020,2019,PHILIPPINES,Wheat,HRW,,Metric Tons,0,33435,63000,0,0,96435,10000,0,10,0,73000
3/26/20,12,3,2020,2019,PHILIPPINES,Wheat,White,,Metric Tons,0,1045538,258000,21000,21000,1303538,33000,23000,10,44000,291000
3/26/20,12,3,2020,2019,PORTUGAL,Soybeans,,,Metric Tons,0,355137,0,0,0,355137,0,0,7,0,0
3/26/20,12,3,2020,2019,QATAR,Corn,,,Metric Tons,0,5,0,0,-3,5,0,0,7,-3,0
3/26/20,12,3,2020,2019,SAUDI ARABIA,Corn,,,Metric Tons,0,273358,0,0,0,273358,0,0,7,0,0
3/26/20,12,3,2020,2019,SAUDI ARABIA,Soybeans,,,Metric Tons,0,286262,40,0,0,286302,0,0,7,0,40
3/26/20,12,3,2020,2019,SAUDI ARABIA,Wheat,HRW,,Metric Tons,0,53324,0,0,0,53324,0,0,10,0,0
3/26/20,12,3,2020,2019,SINGAPORE,Soybeans,,,Metric Tons,0,3189,230,0,0,3419,0,0,7,0,230
3/26/20,12,3,2020,2019,SINGAPORE,Wheat,HRS,,Metric Tons,0,9900,6000,0,0,15900,0,0,10,0,6000
3/26/20,12,3,2020,2019,SINGAPORE,Wheat,White,,Metric Tons,0,31305,14000,0,0,45305,0,0,10,0,14000
3/26/20,12,3,2020,2019,"SOUTH AFRICA, REPUBLIC OF",Wheat,SRW,,Metric Tons,0,36324,0,0,0,36324,0,0,10,0,0
3/26/20,12,3,2020,2019,SPAIN,Soybeans,,,Metric Tons,0,1219931,0,0,0,1219931,0,0,7,0,0
3/26/20,12,3,2020,2019,SRI LANKA,Wheat,White,,Metric Tons,0,134825,0,0,0,134825,0,0,10,0,0
3/26/20,12,3,2020,2019,SURINAM,Corn,,,Metric Tons,0,3000,0,0,0,3000,0,0,7,0,0
3/26/20,12,3,2020,2019,TAIWAN,Corn,,,Metric Tons,7045,264852,167157,5407,5407,432009,0,0,7,5407,167157
3/26/20,12,3,2020,2019,TAIWAN,Soybeans,,,Metric Tons,8008,1505022,82950,20048,19868,1587972,0,0,7,19868,82950
3/26/20,12,3,2020,2019,TAIWAN,Wheat,HRS,,Metric Tons,0,546106,81750,0,0,627856,0,0,10,0,81750
3/26/20,12,3,2020,2019,TAIWAN,Wheat,HRW,,Metric Tons,17557,354810,50350,17557,17557,405160,0,0,10,17557,50350
3/26/20,12,3,2020,2019,TAIWAN,Wheat,SRW,,Metric Tons,0,8856,700,0,0,9556,0,0,10,0,700
3/26/20,12,3,2020,2019,TAIWAN,Wheat,White,,Metric Tons,7350,127941,19130,7355,7355,147071,0,0,10,7355,19130
3/26/20,12,3,2020,2019,THAILAND,Corn,,,Metric Tons,0,1000,0,0,0,1000,0,0,7,0,0
3/26/20,12,3,2020,2019,THAILAND,Soybeans,,,Metric Tons,18608,1003783,119449,1893,1893,1123232,0,0,7,1893,119449
3/26/20,12,3,2020,2019,THAILAND,Wheat,HRS,,Metric Tons,404,278677,98306,0,0,376983,0,0,10,0,98306
3/26/20,12,3,2020,2019,THAILAND,Wheat,HRW,,Metric Tons,0,180387,33712,0,0,214099,0,0,10,0,33712
3/26/20,12,3,2020,2019,THAILAND,Wheat,White,,Metric Tons,0,221547,41769,269,269,263316,0,0,10,269,41769
3/26/20,12,3,2020,2019,TRINIDAD AND TOBAGO,Corn,,,Metric Tons,0,51910,29000,0,0,80910,0,0,7,0,29000
3/26/20,12,3,2020,2019,TRINIDAD AND TOBAGO,Wheat,HRS,,Metric Tons,882,46741,8000,0,-818,54741,3900,0,10,-818,11900
3/26/20,12,3,2020,2019,TRINIDAD AND TOBAGO,Wheat,SRW,,Metric Tons,0,33301,3500,0,0,36801,0,0,10,0,3500
3/26/20,12,3,2020,2019,TUNISIA,Soybeans,,,Metric Tons,0,251201,0,0,0,251201,0,0,7,0,0
3/26/20,12,3,2020,2019,TUNISIA,Wheat,Durum,,Metric Tons,0,31107,0,0,0,31107,0,0,10,0,0
3/26/20,12,3,2020,2019,UNITED ARAB EMIRATES,Wheat,SRW,,Metric Tons,0,0,3000,0,0,3000,0,0,10,0,3000
3/26/20,12,3,2020,2019,UNITED ARAB EMIRATES,Wheat,White,,Metric Tons,0,2221,0,0,0,2221,0,0,10,0,0
3/26/20,12,3,2020,2019,UNITED KINGDOM,Corn,,,Metric Tons,0,314,197,142,142,511,0,0,7,142,197
3/26/20,12,3,2020,2019,UNITED KINGDOM,Soybeans,,,Metric Tons,0,173327,0,0,0,173327,0,0,7,0,0
3/26/20,12,3,2020,2019,UNITED KINGDOM,Wheat,HRS,,Metric Tons,0,25270,0,0,0,25270,0,0,10,0,0
3/26/20,12,3,2020,2019,UNKNOWN,Corn,,,Metric Tons,0,0,1923664,357047,170762,1923664,13000,0,7,170762,1936664
3/26/20,12,3,2020,2019,UNKNOWN,Soybeans,,,Metric Tons,0,5,1913528,318700,49700,1913533,378000,65000,7,114700,2291528
3/26/20,12,3,2020,2019,UNKNOWN,Wheat,Durum,,Metric Tons,0,0,109350,0,0,109350,91000,0,10,0,200350
3/26/20,12,3,2020,2019,UNKNOWN,Wheat,HRS,,Metric Tons,0,0,150750,0,-22000,150750,14200,0,10,-22000,164950
3/26/20,12,3,2020,2019,UNKNOWN,Wheat,HRW,,Metric Tons,0,0,276500,6200,-96000,276500,109300,22200,10,-73800,385800
3/26/20,12,3,2020,2019,UNKNOWN,Wheat,SRW,,Metric Tons,0,0,107100,0,0,107100,37800,0,10,0,144900
3/26/20,12,3,2020,2019,UNKNOWN,Wheat,White,,Metric Tons,0,0,51200,3200,-7800,51200,10900,0,10,-7800,62100
3/26/20,12,3,2020,2019,EL SALVADOR,Wheat,White,,Metric Tons,0,47179,0,0,-2200,47179,0,0,10,-2200,0
3/26/20,12,3,2020,2019,EL SALVADOR,Wheat,SRW,,Metric Tons,0,2358,2500,0,0,4858,0,0,10,0,2500
3/26/20,12,3,2020,2019,EL SALVADOR,Wheat,HRW,,Metric Tons,0,87081,5000,0,-2500,92081,0,0,10,-2500,5000
3/26/20,12,3,2020,2019,EL SALVADOR,Wheat,HRS,,Metric Tons,0,81310,5000,0,0,86310,0,0,10,0,5000
3/26/20,12,3,2020,2019,EL SALVADOR,Soybeans,,,Metric Tons,0,19,0,0,0,19,0,0,7,0,0
3/26/20,12,3,2020,2019,EL SALVADOR,Corn,,,Metric Tons,10030,175538,263053,250,-3970,438591,1016,0,7,-3970,264069
3/26/20,12,3,2020,2019,EGYPT,Wheat,HRS,,Metric Tons,0,101200,0,0,0,101200,0,0,10,0,0
3/26/20,12,3,2020,2019,EGYPT,Soybeans,,,Metric Tons,0,1999093,242154,55000,55000,2241247,0,0,7,55000,242154
3/26/20,12,3,2020,2019,ECUADOR,Wheat,SRW,,Metric Tons,0,93024,0,0,0,93024,16000,16000,10,16000,16000
3/26/20,12,3,2020,2019,ECUADOR,Wheat,HRW,,Metric Tons,0,145883,29700,16700,16700,175583,0,0,10,16700,29700
3/26/20,12,3,2020,2019,ECUADOR,Corn,,,Metric Tons,0,17800,0,0,0,17800,0,0,7,0,0
3/26/20,12,3,2020,2019,DOMINICAN REPUBLIC,Wheat,SRW,,Metric Tons,0,97899,9400,0,-4700,107299,0,0,10,-4700,9400
3/26/20,12,3,2020,2019,DOMINICAN REPUBLIC,Wheat,HRW,,Metric Tons,0,133616,16400,0,-8000,150016,0,0,10,-8000,16400
3/26/20,12,3,2020,2019,DOMINICAN REPUBLIC,Wheat,HRS,,Metric Tons,0,9418,3900,0,-4600,13318,0,0,10,-4600,3900
3/26/20,12,3,2020,2019,DOMINICAN REPUBLIC,Soybeans,,,Metric Tons,0,11094,4000,0,0,15094,0,0,7,0,4000
3/26/20,12,3,2020,2019,DOMINICAN REPUBLIC,Corn,,,Metric Tons,0,149706,235955,55000,55000,385661,0,0,7,55000,235955
3/26/20,12,3,2020,2019,CUBA,Soybeans,,,Metric Tons,0,0,4000,0,0,4000,0,0,7,0,4000
3/26/20,12,3,2020,2019,COSTA RICA,Wheat,White,,Metric Tons,0,45,0,0,0,45,0,0,10,0,0
3/26/20,12,3,2020,2019,COSTA RICA,Wheat,SRW,,Metric Tons,0,64613,11390,0,0,76003,0,0,10,0,11390
3/26/20,12,3,2020,2019,COSTA RICA,Wheat,HRW,,Metric Tons,0,14689,0,0,0,14689,0,0,10,0,0
3/26/20,12,3,2020,2019,COSTA RICA,Soybeans,,,Metric Tons,14410,169093,79500,410,410,248593,0,0,7,410,79500
3/26/20,12,3,2020,2019,COSTA RICA,Corn,,,Metric Tons,33110,444114,272333,7708,7708,716447,0,0,7,7708,272333
3/26/20,12,3,2020,2019,COLOMBIA,Wheat,SRW,,Metric Tons,6600,259382,24000,464,464,283382,29000,0,10,464,53000
3/26/20,12,3,2020,2019,COLOMBIA,Wheat,HRW,,Metric Tons,15162,418786,61094,1162,15162,479880,0,0,10,15162,61094
3/26/20,12,3,2020,2019,COLOMBIA,Wheat,HRS,,Metric Tons,0,22,0,0,0,22,0,0,10,0,0
3/26/20,12,3,2020,2019,COLOMBIA,Soybeans,,,Metric Tons,19579,344656,65700,14000,33579,410356,0,0,7,33579,65700
3/26/20,12,3,2020,2019,COLOMBIA,Corn,,,Metric Tons,202545,2530977,544050,7560,97645,3075027,0,0,7,97645,544050
3/26/20,12,3,2020,2019,"CHINA, PEOPLES REPUBLIC OF",Wheat,White,,Metric Tons,0,131062,0,0,0,131062,0,0,10,0,0
3/26/20,12,3,2020,2019,"CHINA, PEOPLES REPUBLIC OF",Wheat,HRW,,Metric Tons,0,0,170000,0,0,170000,345000,60000,10,60000,515000
3/26/20,12,3,2020,2019,"CHINA, PEOPLES REPUBLIC OF",Wheat,HRS,,Metric Tons,0,63001,30000,0,0,93001,0,0,10,0,30000
3/26/20,12,3,2020,2019,"CHINA, PEOPLES REPUBLIC OF",Soybeans,,,Metric Tons,0,12138873,334987,131000,131000,12473860,0,0,7,131000,334987
3/26/20,12,3,2020,2019,"CHINA, PEOPLES REPUBLIC OF",Corn,,,Metric Tons,102,61081,756000,0,0,817081,0,0,7,0,756000
3/26/20,12,3,2020,2019,CHILE,Wheat,White,,Metric Tons,0,43501,10000,10000,10000,53501,0,0,10,10000,10000
3/26/20,12,3,2020,2019,CHILE,Wheat,SRW,,Metric Tons,0,88990,0,0,0,88990,0,0,10,0,0
3/26/20,12,3,2020,2019,CHILE,Wheat,HRW,,Metric Tons,0,210948,30000,30000,30000,240948,0,0,10,30000,30000
3/26/20,12,3,2020,2019,CHILE,Wheat,HRS,,Metric Tons,0,19191,0,0,0,19191,0,0,10,0,0
3/26/20,12,3,2020,2019,CHILE,Soybeans,,,Metric Tons,0,7604,0,0,0,7604,0,0,7,0,0
3/26/20,12,3,2020,2019,CHILE,Corn,,,Metric Tons,0,84562,0,0,0,84562,0,0,7,0,0
3/26/20,12,3,2020,2019,CANADA,Wheat,White,,Metric Tons,255,7350,1146,1028,1028,8496,0,0,10,1028,1146
3/26/20,12,3,2020,2019,CANADA,Wheat,SRW,,Metric Tons,0,32382,23308,0,-3004,55690,0,0,10,-3004,23308
3/26/20,12,3,2020,2019,CANADA,Wheat,HRW,,Metric Tons,0,11051,107,0,0,11158,0,0,10,0,107
3/26/20,12,3,2020,2019,CANADA,Soybeans,,,Metric Tons,415,37323,3180,0,0,40503,1089,0,7,0,4269
